miRNA	Target Gene  # filtered 'homo sapiens' from http://mirtarbase.mbc.nctu.edu.tw/cache/download/6.1/miRTarBase_WE_MP.xls
hsa-miR-335-5p	P4HA1
hsa-miR-335-5p	SPIRE1
hsa-miR-335-5p	RFX2
hsa-miR-335-5p	C9orf84
hsa-miR-335-5p	GPR22
hsa-miR-335-5p	TBC1D8
hsa-miR-335-5p	GRIP2
hsa-miR-335-5p	FHL1
hsa-miR-335-5p	RNF38
hsa-miR-335-5p	CYYR1
hsa-miR-335-5p	SLC17A2
hsa-miR-335-5p	WDR60
hsa-miR-335-5p	ADAM8
hsa-miR-335-5p	SOS2
hsa-miR-335-5p	ZNF827
hsa-miR-335-5p	CPO
hsa-miR-335-5p	LCA5
hsa-miR-335-5p	AIM1L
hsa-miR-335-5p	L1CAM
hsa-miR-335-5p	TAAR2
hsa-miR-335-5p	FSCN2
hsa-miR-335-5p	HORMAD2
hsa-miR-335-5p	CD96
hsa-miR-335-5p	LMBRD1
hsa-miR-335-5p	ANKRD11
hsa-miR-335-5p	ITGB8
hsa-miR-335-5p	SLC39A12
hsa-miR-335-5p	MUC5AC
hsa-miR-335-5p	ANKRD22
hsa-miR-335-5p	C3orf49
hsa-miR-335-5p	FIG4
hsa-miR-335-5p	LAMB1
hsa-miR-335-5p	CUL9
hsa-miR-335-5p	GJB5
hsa-miR-335-5p	CD1D
hsa-miR-335-5p	IL8
hsa-miR-335-5p	FAM135A
hsa-miR-335-5p	ATF2
hsa-miR-335-5p	TMEM45B
hsa-miR-335-5p	SCGB2A2
hsa-miR-335-5p	AGXT2
hsa-miR-335-5p	MFSD6
hsa-miR-335-5p	NAALAD2
hsa-miR-335-5p	FABP4
hsa-miR-335-5p	KCTD12
hsa-miR-335-5p	IGLC7
hsa-miR-335-5p	SHROOM3
hsa-miR-335-5p	CTNND1
hsa-miR-335-5p	COL6A5
hsa-miR-335-5p	HGFAC
hsa-miR-335-5p	SH3PXD2A
hsa-miR-335-5p	ANKRD30A
hsa-miR-335-5p	ZNF572
hsa-miR-335-5p	EIF2AK3
hsa-miR-335-5p	FSCB
hsa-miR-335-5p	SLC17A1
hsa-miR-335-5p	CELA3B
hsa-miR-335-5p	PXDC1
hsa-miR-335-5p	SLC22A16
hsa-miR-335-5p	RNASEL
hsa-miR-335-5p	STARD6
hsa-miR-335-5p	PELI2
hsa-miR-335-5p	ASB4
hsa-miR-335-5p	HMGCLL1
hsa-miR-335-5p	PNLIP
hsa-miR-335-5p	SFTPD
hsa-miR-335-5p	IL31RA
hsa-miR-335-5p	SIN3B
hsa-miR-335-5p	UST
hsa-miR-335-5p	CACNG8
hsa-miR-335-5p	MYO9B
hsa-miR-335-5p	B3GNT5
hsa-miR-335-5p	ANKS4B
hsa-miR-335-5p	WISP1
hsa-miR-335-5p	GAGE2E
hsa-miR-335-5p	FRMD4B
hsa-miR-335-5p	DIP2A
hsa-miR-335-5p	IGLC1
hsa-miR-335-5p	GLG1
hsa-miR-335-5p	RBCK1
hsa-miR-335-5p	FAM3B
hsa-miR-335-5p	PARP10
hsa-miR-335-5p	AGR3
hsa-miR-335-5p	SHANK1
hsa-miR-335-5p	CDHR5
hsa-miR-335-5p	C2CD3
hsa-miR-335-5p	FRMD1
hsa-miR-335-5p	GPER
hsa-miR-335-5p	CTH
hsa-miR-335-5p	PDCD4
hsa-miR-335-5p	COL9A2
hsa-miR-335-5p	ZNF568
hsa-miR-335-5p	CDS1
hsa-miR-335-5p	ASB1
hsa-miR-335-5p	KLHL4
hsa-miR-335-5p	F11R
hsa-miR-335-5p	TMTC2
hsa-miR-335-5p	MIR143
hsa-miR-335-5p	SULT1C2
hsa-miR-335-5p	TDRD5
hsa-miR-335-5p	DIRAS1
hsa-miR-335-5p	CXCL16
hsa-miR-335-5p	KL
hsa-miR-335-5p	EMP1
hsa-miR-335-5p	C17orf50
hsa-miR-335-5p	CXorf30
hsa-miR-335-5p	DSC2
hsa-miR-335-5p	SPINK7
hsa-miR-335-5p	AREGB
hsa-miR-335-5p	SLC2A13
hsa-miR-335-5p	LENG9
hsa-miR-335-5p	PNLIPRP2
hsa-miR-335-5p	BIK
hsa-miR-335-5p	ATP1B2
hsa-miR-335-5p	SLC2A4
hsa-miR-335-5p	LRP6
hsa-miR-335-5p	PTPRU
hsa-miR-335-5p	TCP11L2
hsa-miR-335-5p	LINC00174
hsa-miR-335-5p	SRSF12
hsa-miR-335-5p	TSTD2
hsa-miR-335-5p	MEGF9
hsa-miR-335-5p	FAM189A1
hsa-miR-335-5p	RERGL
hsa-miR-335-5p	SLC44A5
hsa-miR-335-5p	REM1
hsa-miR-335-5p	LINC00334
hsa-miR-335-5p	C5AR1
hsa-miR-335-5p	OAS2
hsa-miR-335-5p	PRAMEF1
hsa-miR-335-5p	CARNS1
hsa-miR-335-5p	OPTN
hsa-miR-335-5p	TTC29
hsa-miR-335-5p	MIR7-3HG
hsa-miR-335-5p	CDON
hsa-miR-335-5p	SLC6A6
hsa-miR-335-5p	PHF8
hsa-miR-335-5p	TBL1X
hsa-miR-335-5p	CIITA
hsa-miR-335-5p	GRB10
hsa-miR-335-5p	UGCG
hsa-miR-335-5p	RNF144A
hsa-miR-335-5p	OSBP
hsa-miR-335-5p	MAP2
hsa-miR-335-5p	RGS7BP
hsa-miR-335-5p	GAS2L2
hsa-miR-335-5p	MYOD1
hsa-miR-335-5p	PLCG2
hsa-miR-335-5p	TEX33
hsa-miR-335-5p	ACTL7A
hsa-miR-335-5p	KRTAP4-4
hsa-miR-335-5p	ZNF503
hsa-miR-335-5p	EPB41L4A
hsa-miR-335-5p	C17orf64
hsa-miR-335-5p	EMCN
hsa-miR-335-5p	CST3
hsa-miR-335-5p	AVPR1B
hsa-miR-335-5p	KCNH8
hsa-miR-335-5p	TRIB3
hsa-miR-335-5p	SPATA3
hsa-miR-335-5p	SLC2A14
hsa-miR-335-5p	ATF6
hsa-miR-335-5p	IGSF21
hsa-miR-335-5p	KRT32
hsa-miR-335-5p	ACSL5
hsa-miR-335-5p	C1QTNF1
hsa-miR-335-5p	LRRN1
hsa-miR-335-5p	YBX2
hsa-miR-335-5p	TMEM120A
hsa-miR-335-5p	GIMAP2
hsa-miR-335-5p	DENND3
hsa-miR-335-5p	CD33
hsa-miR-335-5p	KLHL28
hsa-miR-335-5p	CD101
hsa-miR-335-5p	SLC25A18
hsa-miR-335-5p	VPS16
hsa-miR-335-5p	TTC21A
hsa-miR-335-5p	TMEM132C
hsa-miR-335-5p	RRAD
hsa-miR-335-5p	PPP1R36
hsa-miR-335-5p	ZG16B
hsa-miR-335-5p	TLR2
hsa-miR-335-5p	PRAMEF13
hsa-miR-335-5p	SAT1
hsa-miR-335-5p	RAPGEF3
hsa-miR-335-5p	OR7A17
hsa-miR-335-5p	GABRA1
hsa-miR-335-5p	COLEC10
hsa-miR-335-5p	GDF10
hsa-miR-335-5p	LRP10
hsa-miR-335-5p	FOS
hsa-miR-335-5p	CXCR7
hsa-miR-335-5p	ERAP1
hsa-miR-335-5p	KRTAP10-6
hsa-miR-335-5p	SLX4IP
hsa-miR-335-5p	MSLN
hsa-miR-335-5p	TMEM63B
hsa-miR-335-5p	TMEM178A
hsa-miR-335-5p	FXYD4
hsa-miR-335-5p	TRAV9-2
hsa-miR-335-5p	RNU1-1
hsa-miR-335-5p	ASAH1
hsa-miR-335-5p	RNF44
hsa-miR-335-5p	ZNF563
hsa-miR-335-5p	BTN3A1
hsa-miR-335-5p	PKHD1L1
hsa-miR-335-5p	HID1
hsa-miR-335-5p	DNAH3
hsa-miR-335-5p	ZBTB32
hsa-miR-335-5p	RNF43
hsa-miR-335-5p	RBL2
hsa-miR-335-5p	OTUD1
hsa-miR-335-5p	C1orf134
hsa-miR-335-5p	CRIP2
hsa-miR-335-5p	NUMB
hsa-miR-335-5p	WDR86
hsa-miR-335-5p	UBXN7
hsa-miR-335-5p	IGLV1-44
hsa-miR-335-5p	NTF3
hsa-miR-335-5p	ASTN1
hsa-miR-335-5p	DUSP22
hsa-miR-335-5p	RNF183
hsa-miR-335-5p	ITPRIP
hsa-miR-335-5p	TSC1
hsa-miR-335-5p	LILRA5
hsa-miR-335-5p	NFKBIZ
hsa-miR-335-5p	HTR1D
hsa-miR-335-5p	CTNNBIP1
hsa-miR-335-5p	MYOT
hsa-miR-335-5p	NTRK2
hsa-miR-335-5p	TNS1
hsa-miR-148b-3p	RAB3B
hsa-miR-148b-3p	TRDN
hsa-miR-148b-3p	KLRK1
hsa-miR-148b-3p	SPINT4
hsa-miR-148b-3p	GFRA1
hsa-miR-148b-3p	MYF5
hsa-miR-148b-3p	AGTR2
hsa-miR-148b-3p	SYNE2
hsa-miR-148b-3p	RHOF
hsa-miR-148b-3p	OR1A1
hsa-miR-148b-3p	PSG2
hsa-miR-148b-3p	ADAM33
hsa-miR-148b-3p	LCN9
hsa-miR-148b-3p	SAG
hsa-miR-148b-3p	LAMC2
hsa-miR-148b-3p	PCDHA4
hsa-miR-148b-3p	CLUAP1
hsa-miR-148b-3p	PLXDC2
hsa-miR-148b-3p	CCNC
hsa-miR-148b-3p	LIPC
hsa-miR-148b-3p	MEP1B
hsa-miR-148b-3p	TEX13A
hsa-miR-148b-3p	NCKIPSD
hsa-miR-148b-3p	CPNE5
hsa-miR-148b-3p	RAPH1
hsa-miR-148b-3p	YPEL1
hsa-miR-148b-3p	MCM10
hsa-miR-148b-3p	SUMF2
hsa-miR-148b-3p	GSTCD
hsa-miR-148b-3p	TGM7
hsa-miR-148b-3p	BTNL3
hsa-miR-148b-3p	KLRC1
hsa-miR-148b-3p	CLSPN
hsa-miR-148b-3p	TUBAL3
hsa-miR-148b-3p	CSTF2T
hsa-miR-148b-3p	FBXW11
hsa-miR-148b-3p	APBB2
hsa-miR-148b-3p	KLHL12
hsa-miR-148b-3p	ENPP6
hsa-miR-148b-3p	BTBD7
hsa-miR-148b-3p	MRPL28
hsa-miR-148b-3p	EPB41
hsa-miR-148b-3p	LHCGR
hsa-miR-148b-3p	YPEL4
hsa-miR-148b-3p	PRKD3
hsa-miR-148b-3p	NIN
hsa-miR-148b-3p	ADAMTS6
hsa-miR-148b-3p	IGSF10
hsa-miR-148b-3p	FLOT2
hsa-miR-148b-3p	DCK
hsa-miR-148b-3p	NOL10
hsa-miR-148b-3p	CDH20
hsa-miR-148b-3p	AKAP11
hsa-miR-148b-3p	DNAJB4
hsa-miR-148b-3p	C1GALT1
hsa-miR-148b-3p	SLC12A7
hsa-miR-148b-3p	C15orf27
hsa-miR-148b-3p	UGT8
hsa-miR-148b-3p	DLG2
hsa-miR-148b-3p	TBL1XR1
hsa-miR-148b-3p	USP33
hsa-miR-148b-3p	ZDHHC17
hsa-miR-148b-3p	SESTD1
hsa-miR-148b-3p	UHMK1
hsa-miR-148b-3p	DLX6
hsa-miR-148b-3p	HAVCR1
hsa-miR-148b-3p	ZCCHC2
hsa-miR-148b-3p	SUMF1
hsa-miR-148b-3p	CCL11
hsa-miR-148b-3p	DMRT2
hsa-miR-148b-3p	RHOV
hsa-miR-148b-3p	PROX1
hsa-miR-148b-3p	BPGM
hsa-miR-148b-3p	KHDRBS2
hsa-miR-148b-3p	MKX
hsa-miR-148b-3p	CAPN13
hsa-miR-148b-3p	PDZK1
hsa-miR-148b-3p	PIH1D3
hsa-miR-148b-3p	PPP1R3A
hsa-miR-148b-3p	CCL17
hsa-miR-148b-3p	IZUMO2
hsa-miR-148b-3p	PDSS1
hsa-miR-148b-3p	CTHRC1
hsa-miR-148b-3p	ALPI
hsa-miR-148b-3p	CCL19
hsa-miR-148b-3p	MAST1
hsa-miR-148b-3p	NDN
hsa-miR-148b-3p	STS
hsa-miR-148b-3p	LPL
hsa-miR-148b-3p	LACRT
hsa-miR-148b-3p	ZDHHC15
hsa-miR-148b-3p	GDF9
hsa-miR-148b-3p	RASSF6
hsa-miR-148b-3p	SMARCA1
hsa-miR-148b-3p	RHAG
hsa-miR-148b-3p	ATP10B
hsa-miR-148b-3p	CALN1
hsa-miR-148b-3p	GPHB5
hsa-miR-148b-3p	AGGF1
hsa-miR-148b-3p	TPTE2
hsa-miR-148b-3p	APBA2
hsa-miR-148b-3p	TMEM47
hsa-miR-148b-3p	PIK3CG
hsa-miR-148b-3p	PSG9
hsa-miR-148b-3p	SYNE1
hsa-miR-148b-3p	ZCCHC5
hsa-miR-148b-3p	KCNJ6
hsa-miR-148b-3p	FCAR
hsa-miR-148b-3p	SSR3
hsa-miR-148b-3p	APBB1
hsa-miR-148b-3p	SPZ1
hsa-miR-148b-3p	HRH4
hsa-miR-148b-3p	PROKR2
hsa-miR-148b-3p	NLGN4X
hsa-miR-148b-3p	MYOM1
hsa-miR-148b-3p	LOXL1
hsa-miR-148b-3p	STON2
hsa-miR-148b-3p	ACACB
hsa-miR-148b-3p	RUNX3
hsa-miR-148b-3p	FETUB
hsa-miR-148b-3p	GPR143
hsa-miR-148b-3p	HMOX1
hsa-miR-148b-3p	SLCO4C1
hsa-miR-148b-3p	TUBA8
hsa-miR-148b-3p	RFX3
hsa-miR-148b-3p	NR3C2
hsa-miR-148b-3p	NCS1
hsa-miR-148b-3p	C1orf168
hsa-miR-148b-3p	ITSN2
hsa-miR-148b-3p	GMPPB
hsa-miR-148b-3p	MARCH2
hsa-miR-148b-3p	SLC22A5
hsa-miR-148b-3p	RGMA
hsa-miR-148b-3p	FAM81A
hsa-miR-148b-3p	MTMR10
hsa-miR-148b-3p	FBXO28
hsa-miR-148b-3p	PTGER2
hsa-miR-148b-3p	SLC39A11
hsa-miR-148b-3p	VPS37A
hsa-miR-148b-3p	LYSMD1
hsa-miR-148b-3p	CYB5R4
hsa-miR-148b-3p	ARL8B
hsa-miR-148b-3p	MECP2
hsa-miR-148b-3p	HIF1AN
hsa-miR-148b-3p	NPEPL1
hsa-miR-148b-3p	DCP2
hsa-miR-148b-3p	PRKAA1
hsa-miR-148b-3p	LRP4
hsa-miR-148b-3p	AGO1
hsa-miR-148b-3p	DNMT1
hsa-miR-148b-3p	ABCB7
hsa-miR-148b-3p	PRNP
hsa-miR-148b-3p	C3orf58
hsa-miR-148b-3p	RNF219
hsa-miR-148b-3p	USP48
hsa-miR-148b-3p	ATP6AP2
hsa-miR-148b-3p	CUL5
hsa-miR-148b-3p	OSBPL11
hsa-miR-148b-3p	OSBP2
hsa-miR-148b-3p	CA10
hsa-miR-148b-3p	TMPRSS11A
hsa-miR-148b-3p	AVPI1
hsa-miR-148b-3p	CIDEA
hsa-miR-148b-3p	MORF4L1
hsa-miR-148b-3p	ADAMTS4
hsa-miR-148b-3p	DPT
hsa-miR-148b-3p	PNLIPRP2
hsa-miR-148b-3p	BIK
hsa-miR-148b-3p	FXYD2
hsa-miR-148b-3p	KCNQ2
hsa-miR-148b-3p	PKP1
hsa-miR-148b-3p	FSCB
hsa-miR-148b-3p	C8orf47
hsa-miR-148b-3p	IQCG
hsa-miR-148b-3p	LPHN2
hsa-miR-148b-3p	LINC00521
hsa-miR-148b-3p	IL13RA2
hsa-miR-148b-3p	HLA-A
hsa-miR-148b-3p	C12orf40
hsa-miR-148b-3p	C17orf77
hsa-miR-148b-3p	ROPN1L
hsa-miR-148b-3p	TKTL2
hsa-miR-148b-3p	MTX3
hsa-miR-148b-3p	TMEM14A
hsa-miR-148b-3p	CKLF
hsa-miR-148b-3p	MAZ
hsa-miR-148b-3p	MUC13
hsa-miR-148b-3p	CPNE4
hsa-miR-148b-3p	CD300A
hsa-miR-148b-3p	BAX
hsa-miR-148b-3p	SLC32A1
hsa-miR-148b-3p	GDNF
hsa-miR-148b-3p	GTSF1L
hsa-miR-148b-3p	RNF150
hsa-miR-148b-3p	UTS2
hsa-miR-148b-3p	KCTD14
hsa-miR-148b-3p	NTN1
hsa-miR-148b-3p	SLC22A3
hsa-miR-148b-3p	SNAI2
hsa-miR-148b-3p	NME5
hsa-miR-148b-3p	IGFBPL1
hsa-miR-148b-3p	IL21R
hsa-miR-148b-3p	ANKUB1
hsa-miR-148b-3p	SERAC1
hsa-miR-148b-3p	HEMGN
hsa-miR-148b-3p	TPGS2
hsa-miR-148b-3p	CXCL5
hsa-miR-148b-3p	POU4F3
hsa-miR-148b-3p	ALDH3B2
hsa-miR-148b-3p	HEY2
hsa-miR-148b-3p	INHBA
hsa-miR-148b-3p	MT4
hsa-miR-148b-3p	RPIA
hsa-miR-148b-3p	KCNJ16
hsa-miR-148b-3p	ASB13
hsa-miR-148b-3p	DSG1
hsa-miR-148b-3p	EYA4
hsa-miR-148b-3p	CPA3
hsa-miR-148b-3p	C6orf211
hsa-miR-148b-3p	CCL28
hsa-miR-148b-3p	PNPLA2
hsa-miR-148b-3p	RORC
hsa-miR-148b-3p	ABCA13
hsa-miR-148b-3p	HMGB3
hsa-miR-148b-3p	FOXN4
hsa-miR-148b-3p	SLC25A18
hsa-miR-148b-3p	KIF2C
hsa-miR-148b-3p	SOX11
hsa-miR-148b-3p	CCDC92
hsa-miR-148b-3p	SLC6A19
hsa-miR-148b-3p	NOX4
hsa-miR-148b-3p	LCA5
hsa-miR-148b-3p	MATN3
hsa-miR-148b-3p	DNAH3
hsa-miR-148b-3p	BCL11A
hsa-miR-148b-3p	PPP2R3A
hsa-miR-148b-3p	ST6GALNAC5
hsa-miR-148b-3p	TOM1L2
hsa-miR-148b-3p	AHI1
hsa-miR-148b-3p	TXNIP
hsa-miR-148b-3p	KDM1B
hsa-miR-148b-3p	STEAP4
hsa-miR-148b-3p	CLCN3
hsa-miR-148b-3p	SNRPD1
hsa-miR-148b-3p	RTN4
hsa-miR-148b-3p	ZPLD1
hsa-miR-148b-3p	CRISP1
hsa-miR-148b-3p	NXPE3
hsa-miR-148b-3p	ATP7A
hsa-miR-148b-3p	SLC7A11
hsa-miR-148b-3p	LEPROTL1
hsa-miR-148b-3p	BTBD3
hsa-miR-148b-3p	TOMM70A
hsa-miR-148b-3p	AP4E1
hsa-miR-375	RRAGB
hsa-miR-375	TAF3
hsa-miR-375	TPRG1L
hsa-miR-375	USP10
hsa-miR-375	EXO1
hsa-miR-375	KLK10
hsa-miR-375	DNAJC8
hsa-miR-375	GALM
hsa-miR-375	BCL2L11
hsa-miR-375	IFI6
hsa-miR-375	GKAP1
hsa-miR-375	ESPNL
hsa-miR-375	BSN
hsa-miR-375	APH1B
hsa-miR-375	ZBTB8A
hsa-miR-375	TNPO3
hsa-miR-375	TBC1D5
hsa-miR-375	SYNCRIP
hsa-miR-375	C14orf159
hsa-miR-375	PHLDA1
hsa-miR-375	TRMT10A
hsa-miR-375	NIN
hsa-miR-375	MED8
hsa-miR-375	SAMD11
hsa-miR-375	GATA6
hsa-miR-375	CTGF
hsa-miR-375	ZFP91
hsa-miR-375	ENAH
hsa-miR-375	MTDH
hsa-miR-375	MTDH
hsa-miR-375	UBLCP1
hsa-miR-375	RAB10
hsa-miR-375	SNAPC1
hsa-miR-375	DNAJC2
hsa-miR-375	GSC
hsa-miR-375	CCDC88A
hsa-miR-375	KLHDC8B
hsa-miR-375	UCHL3
hsa-miR-375	JAG1
hsa-miR-375	PIGB
hsa-miR-375	EXOC6
hsa-miR-375	DESI1
hsa-miR-375	ASAP2
hsa-miR-375	TGFB2
hsa-miR-375	MRE11A
hsa-miR-375	TGM2
hsa-miR-375	TNFSF13
hsa-miR-375	CPOX
hsa-miR-375	IGFBP3
hsa-miR-375	BAK1
hsa-miR-375	AQP11
hsa-miR-375	WTAP
hsa-miR-375	NAGPA
hsa-miR-375	TMEM25
hsa-miR-375	EIF4EBP2
hsa-miR-375	HRSP12
hsa-miR-375	GTPBP4
hsa-miR-375	SP110
hsa-miR-375	RIMS3
hsa-miR-375	GPR157
hsa-miR-375	SGOL2
hsa-miR-375	SYT15
hsa-miR-375	RRAGC
hsa-miR-375	STPG1
hsa-miR-375	LMAN2
hsa-miR-375	HOXB13
hsa-miR-375	PRDX3
hsa-miR-375	GFM2
hsa-miR-375	RPN2
hsa-miR-375	ZBED1
hsa-miR-375	FKBP1B
hsa-miR-375	KIAA0232
hsa-miR-375	ANKRD46
hsa-miR-375	NAT10
hsa-miR-375	CCDC59
hsa-miR-375	C1GALT1
hsa-miR-375	METTL2B
hsa-miR-375	STX6
hsa-miR-375	ENOPH1
hsa-miR-375	CNN3
hsa-miR-375	SNX25
hsa-miR-375	VGLL4
hsa-miR-375	OGFOD1
hsa-miR-375	GATAD1
hsa-miR-375	TMEM55A
hsa-miR-375	EBAG9
hsa-miR-375	CKAP2
hsa-miR-375	NSFL1C
hsa-miR-375	PTPMT1
hsa-miR-375	DGKD
hsa-miR-375	TNS3
hsa-miR-375	MAP2K4
hsa-miR-375	AZI2
hsa-miR-375	PDGFC
hsa-miR-375	OPA1
hsa-miR-375	OSBPL8
hsa-miR-375	CYP20A1
hsa-miR-375	NUPL1
hsa-miR-375	HEY1
hsa-miR-375	RHOQ
hsa-miR-375	KDSR
hsa-miR-375	RAB3B
hsa-miR-375	C11orf54
hsa-miR-375	CLDN1
hsa-miR-375	SERTAD2
hsa-miR-375	PTPN12
hsa-miR-375	BIRC3
hsa-miR-375	NUS1
hsa-miR-375	PSIP1
hsa-miR-375	CHSY1
hsa-miR-375	FAM63B
hsa-miR-375	UNC13B
hsa-miR-375	SLC35B4
hsa-miR-375	EIF2S1
hsa-miR-375	TSC22D2
hsa-miR-375	SUZ12
hsa-miR-375	RASSF8
hsa-miR-375	AGTPBP1
hsa-miR-375	PAPD4
hsa-miR-375	CSTF2
hsa-miR-375	RBPJ
hsa-miR-375	IFT80
hsa-miR-375	ZFP36L2
hsa-miR-375	LSM12
hsa-miR-375	RLF
hsa-miR-375	EIF4G3
hsa-miR-375	PARP1
hsa-miR-375	CAB39
hsa-miR-375	MIR17HG
hsa-miR-375	IFT46
hsa-miR-375	PBXIP1
hsa-miR-375	FAM89A
hsa-miR-375	GRPEL2
hsa-miR-375	AXL
hsa-miR-375	SEC24C
hsa-miR-375	CRABP2
hsa-miR-375	MKRN1
hsa-miR-375	PAQR8
hsa-miR-375	NPPB
hsa-miR-375	CTDSP2
hsa-miR-375	PAFAH2
hsa-miR-375	TBX19
hsa-miR-375	KHK
hsa-miR-375	SLC39A11
hsa-miR-375	SUB1
hsa-miR-375	DOK7
hsa-miR-375	CYP2U1
hsa-miR-375	FBXO8
hsa-miR-375	ABHD4
hsa-miR-375	ARNTL2
hsa-miR-375	ERP44
hsa-miR-375	ZNF614
hsa-miR-375	SNRPA1
hsa-miR-375	DUT
hsa-miR-375	CFL2
hsa-miR-375	BATF2
hsa-miR-375	RBBP8
hsa-miR-375	MOSPD3
hsa-miR-375	TMEM74B
hsa-miR-375	ZNF404
hsa-miR-375	PEX11B
hsa-miR-375	FAM3C
hsa-miR-375	STAP2
hsa-miR-375	PEBP1
hsa-miR-375	TMEM170A
hsa-miR-375	SESN1
hsa-miR-375	IQCE
hsa-miR-375	SET
hsa-miR-375	CMTM4
hsa-miR-375	TMTC4
hsa-miR-375	MNS1
hsa-miR-375	PRDX1
hsa-miR-375	MR1
hsa-miR-375	CEP44
hsa-miR-375	COX20
hsa-miR-375	CENPF
hsa-miR-375	TIMM17A
hsa-miR-375	BAZ1A
hsa-miR-375	DNAH11
hsa-miR-375	KLHL7
hsa-miR-375	GOLGA4
hsa-miR-375	LHFPL2
hsa-miR-375	SENP1
hsa-miR-375	AKAP7
hsa-miR-375	GAS8
hsa-miR-375	CDCA7L
hsa-miR-375	USP46
hsa-miR-375	PPP2R3C
hsa-miR-375	ZC3HAV1
hsa-miR-375	KCTD10
hsa-miR-375	RAP2C
hsa-miR-375	VEZT
hsa-miR-375	ZFHX2
hsa-miR-375	SLC35A3
hsa-miR-375	NOLC1
hsa-miR-375	UBE3A
hsa-miR-375	STRBP
hsa-miR-375	NXT2
hsa-miR-375	RPGRIP1L
hsa-miR-375	CBWD3
hsa-miR-375	SGMS2
hsa-miR-375	SAMD4A
hsa-miR-375	PRKX
hsa-miR-375	XPR1
hsa-miR-375	INSIG2
hsa-miR-375	MBD2
hsa-miR-375	AHCYL1
hsa-miR-375	TMEM106B
hsa-miR-375	AEBP2
hsa-miR-375	ACSL3
hsa-miR-375	LDHB
hsa-miR-375	LDHB
hsa-miR-375	LDHB
hsa-miR-375	SPAG9
hsa-miR-375	PLEKHA3
hsa-miR-375	C12orf29
hsa-miR-375	POC1B
hsa-miR-375	PTP4A2
hsa-miR-375	DLG4
hsa-miR-375	ITGB1
hsa-miR-375	SETD8
hsa-miR-375	CASP3
hsa-miR-375	CDC42
hsa-miR-375	YWHAZ
hsa-miR-375	MAPKAP1
hsa-miR-375	PGM2
hsa-miR-375	RMDN3
hsa-miR-375	CARD8
hsa-miR-375	SKA2
hsa-miR-375	CMAS
hsa-miR-375	NRBP1
hsa-miR-375	EFTUD2
hsa-miR-375	FOLR1
hsa-miR-375	MLEC
hsa-miR-375	DNMT3B
hsa-miR-375	APPL2
hsa-miR-375	RTN2
hsa-miR-375	BOD1L1
hsa-miR-375	ITIH4
hsa-miR-375	THRA
hsa-miR-375	SFT2D2
hsa-miR-375	PPCS
hsa-miR-375	SH3D19
hsa-miR-375	IDNK
hsa-miR-375	CHPT1
hsa-miR-375	CHPF
hsa-miR-375	SLC25A42
hsa-miR-375	KIAA0513
hsa-miR-375	CREB3
hsa-miR-375	LYPD5
hsa-miR-375	FKBP1A
hsa-miR-375	HK2
hsa-miR-375	AGPAT5
hsa-miR-375	TMEM145
hsa-miR-375	FAM96A
hsa-miR-375	ZNF540
hsa-miR-375	PROCR
hsa-miR-375	SNPH
hsa-miR-375	LITAF
hsa-miR-375	CHGB
hsa-miR-375	PCGF5
hsa-miR-375	FAH
hsa-miR-375	PRRT3
hsa-miR-375	SERP1
hsa-miR-375	F3
hsa-miR-375	ZDHHC11
hsa-miR-375	ZNF571
hsa-miR-375	CEP19
hsa-miR-375	ANKRD1
hsa-miR-375	HOMER2
hsa-miR-375	CBWD2
hsa-miR-375	PSME4
hsa-miR-375	CORO1C
hsa-miR-375	PHTF2
hsa-miR-375	DPY19L1
hsa-miR-375	HERPUD1
hsa-miR-375	PTPN1
hsa-miR-375	RCN2
hsa-miR-375	SEMA3C
hsa-miR-375	HDHD1
hsa-miR-375	STX3
hsa-miR-375	KPNA4
hsa-miR-375	MAT2B
hsa-miR-375	RAB28
hsa-miR-375	RPUSD4
hsa-miR-375	AMMECR1
hsa-miR-375	VASN
hsa-miR-375	CDR2
hsa-miR-375	DCUN1D4
hsa-miR-375	WWC1
hsa-miR-375	NLE1
hsa-miR-375	MPP5
hsa-miR-375	CDKN2B
hsa-miR-375	UXS1
hsa-miR-375	CTSC
hsa-miR-375	SH3BP4
hsa-miR-375	FYTTD1
hsa-miR-375	ABI2
hsa-miR-375	TMED5
hsa-miR-375	B3GALNT1
hsa-miR-375	CUL5
hsa-miR-375	STK38L
hsa-miR-375	FZD4
hsa-miR-375	RAB6A
hsa-miR-375	SPRED1
hsa-miR-375	BCL10
hsa-miR-375	EMC3
hsa-miR-375	TCF12
hsa-miR-375	PHF3
hsa-miR-375	DIP2C
hsa-miR-375	KIAA1524
hsa-miR-375	EIF2AK2
hsa-miR-375	BCL2
hsa-miR-375	NCAM1
hsa-miR-375	C1QBP
hsa-miR-375	RHOA
hsa-miR-375	CALU
hsa-miR-375	RPGR
hsa-miR-375	PPP1R2
hsa-miR-375	CCDC88B
hsa-miR-375	TMED8
hsa-miR-375	CRLF1
hsa-miR-375	EMP1
hsa-miR-375	WDR1
hsa-miR-375	FSTL3
hsa-miR-375	SIPA1L3
hsa-miR-375	SLC4A1AP
hsa-miR-375	NDST1
hsa-miR-375	C15orf57
hsa-miR-375	IL17RA
hsa-miR-375	BDH2
hsa-miR-375	RAPGEF1
hsa-miR-375	KCNN4
hsa-miR-375	KRT8
