miRNA	Target Gene  # filtered 'homo sapiens' from http://mirtarbase.mbc.nctu.edu.tw/cache/download/6.1/miRTarBase_WE_MP.xls
hsa-miR-124-3p	CNOT11
hsa-miR-124-3p	PAQR3
hsa-miR-124-3p	HS1BP3
hsa-miR-124-3p	TGDS
hsa-miR-124-3p	CALU
hsa-miR-124-3p	BICD2
hsa-miR-124-3p	EGR1
hsa-miR-124-3p	RBCK1
hsa-miR-124-3p	FSTL3
hsa-miR-124-3p	TCF3
hsa-miR-124-3p	PLXNB2
hsa-miR-124-3p	CDH2
hsa-miR-124-3p	TRIB3
hsa-miR-124-3p	CRTC3
hsa-miR-124-3p	FARP1
hsa-miR-124-3p	CDON
hsa-miR-124-3p	TNFRSF11B
hsa-miR-124-3p	SCAMP2
hsa-miR-124-3p	PNPLA2
hsa-miR-124-3p	OSBP
hsa-miR-124-3p	SNAP23
hsa-miR-124-3p	POLR2B
hsa-miR-124-3p	TERF2
hsa-miR-124-3p	PICALM
hsa-miR-124-3p	PCNA
hsa-miR-124-3p	SNRPD3
hsa-miR-124-3p	KIAA1967
hsa-miR-124-3p	RCC1
hsa-miR-124-3p	FHL2
hsa-miR-124-3p	CPSF4
hsa-miR-124-3p	NFIX
hsa-miR-122-5p	SSR3
hsa-miR-122-5p	PHOX2A
hsa-miR-122-5p	DZIP1L
hsa-miR-122-5p	TPD52L2
hsa-miR-122-5p	RAI14
hsa-miR-122-5p	STARD13
hsa-miR-122-5p	A2M
hsa-miR-122-5p	POFUT1
hsa-miR-122-5p	PYGO1
hsa-miR-122-5p	CDY2B
hsa-miR-122-5p	CDC42EP3
hsa-miR-122-5p	RNF170
hsa-miR-122-5p	GTF3C6
hsa-miR-122-5p	ZNF321P
hsa-miR-122-5p	LAMP1
hsa-miR-122-5p	SLC52A2
hsa-miR-122-5p	ZNF658
hsa-miR-122-5p	ATP13A3
hsa-miR-122-5p	CPNE5
hsa-miR-122-5p	KATNAL1
hsa-miR-122-5p	TMEM136
hsa-miR-122-5p	TMEM74
hsa-miR-122-5p	ANKRD10
hsa-miR-122-5p	TBL1XR1
hsa-miR-122-5p	USP10
hsa-miR-122-5p	AKAP11
hsa-miR-122-5p	GTDC2
hsa-miR-122-5p	CTPS1
hsa-miR-122-5p	SLC44A1
hsa-miR-122-5p	CLSPN
hsa-miR-122-5p	RABGEF1
hsa-miR-122-5p	FBXO7
hsa-miR-122-5p	NCDN
hsa-miR-122-5p	SOX2
hsa-miR-122-5p	ZNF618
hsa-miR-122-5p	ABLIM1
hsa-miR-122-5p	ZBTB4
hsa-miR-122-5p	LUZP1
hsa-miR-122-5p	NLGN3
hsa-miR-122-5p	PRR11
hsa-miR-122-5p	HHAT
hsa-miR-122-5p	UBE2L3
hsa-miR-122-5p	DNAJC18
hsa-miR-122-5p	FAM102A
hsa-miR-122-5p	PFKFB2
hsa-miR-122-5p	DENND2C
hsa-miR-122-5p	GYS1
hsa-miR-122-5p	USP28
hsa-miR-122-5p	BPGM
hsa-miR-122-5p	ZNF233
hsa-miR-122-5p	SLC25A30
hsa-miR-122-5p	ANXA11
hsa-miR-122-5p	NCAM1
hsa-miR-122-5p	NCAM1
hsa-miR-122-5p	TRIM65
hsa-miR-122-5p	B4GALT1
hsa-miR-122-5p	SLC19A2
hsa-miR-122-5p	MARCKS
hsa-miR-122-5p	CLEC11A
hsa-miR-122-5p	PFDN1
hsa-miR-122-5p	SPAG9
hsa-miR-122-5p	CEACAM8
hsa-miR-122-5p	HMOX1
hsa-miR-122-5p	SLC11A2
hsa-miR-122-5p	MYCBP
hsa-miR-122-5p	GPHB5
hsa-miR-122-5p	STAU2
hsa-miR-122-5p	SPTLC1
hsa-miR-122-5p	GTF2H2
hsa-miR-122-5p	C14orf39
hsa-miR-122-5p	PPP1R9B
hsa-miR-122-5p	NMNAT2
hsa-miR-122-5p	SCN4B
hsa-miR-122-5p	C1orf122
hsa-miR-122-5p	PAK1
hsa-miR-122-5p	DNAJB1
hsa-miR-122-5p	DMXL1
hsa-miR-122-5p	ZNF160
hsa-miR-122-5p	CSRP1
hsa-miR-122-5p	PHKA1
hsa-miR-122-5p	RBBP5
hsa-miR-122-5p	ANKRD13C
hsa-miR-122-5p	SUCLA2
hsa-miR-122-5p	PEA15
hsa-miR-122-5p	MTPN
hsa-miR-122-5p	YKT6
hsa-miR-122-5p	MOB3B
hsa-miR-122-5p	FAM118A
hsa-miR-122-5p	ZNF264
hsa-miR-122-5p	HECTD3
hsa-miR-122-5p	BATF2
hsa-miR-122-5p	PIP4K2A
hsa-miR-122-5p	MAPRE1
hsa-miR-122-5p	TBC1D22B
hsa-miR-122-5p	SLC9A1
hsa-miR-122-5p	NPEPPS
hsa-miR-122-5p	G6PC3
hsa-miR-122-5p	BRI3BP
hsa-miR-122-5p	WASF1
hsa-miR-122-5p	LCA5
hsa-miR-122-5p	NODAL
hsa-miR-122-5p	CASP7
hsa-miR-122-5p	CPA3
hsa-miR-122-5p	TCP11
hsa-miR-122-5p	NALCN
hsa-miR-122-5p	PLAGL2
hsa-miR-122-5p	IDS
hsa-miR-122-5p	PARP11
hsa-miR-122-5p	MAZ
hsa-miR-122-5p	CPNE4
hsa-miR-122-5p	FAM19A3
hsa-miR-122-5p	KRT14
hsa-miR-122-5p	DYNC1H1
hsa-miR-122-5p	GNL3L
hsa-miR-122-5p	HLA-DQA1
hsa-miR-122-5p	EYA4
hsa-miR-122-5p	GNPDA2
hsa-miR-122-5p	BRCA2
hsa-miR-122-5p	ZSCAN4
hsa-miR-122-5p	SERAC1
hsa-miR-122-5p	SLC15A2
hsa-miR-122-5p	ART3
hsa-miR-122-5p	EP400
hsa-miR-122-5p	MT4
hsa-miR-122-5p	TRAM2
hsa-miR-122-5p	KIAA0101
hsa-miR-122-5p	VHL
hsa-miR-122-5p	IFNA1
hsa-miR-122-5p	FSTL3
hsa-miR-122-5p	PHF14
hsa-miR-122-5p	ZCCHC2
hsa-miR-122-5p	DCTN5
hsa-miR-122-5p	CHST3
hsa-miR-122-5p	HECW2
hsa-miR-122-5p	ADO
hsa-miR-122-5p	POMZP3
hsa-miR-122-5p	CHST12
hsa-miR-122-5p	ARSB
hsa-miR-122-5p	ATP7A
hsa-miR-122-5p	PMP22
hsa-miR-122-5p	TGFBRAP1
hsa-miR-122-5p	ORC2
hsa-miR-122-5p	CREB1
hsa-miR-122-5p	CD83
hsa-miR-122-5p	TOB2
hsa-miR-122-5p	LRP11
hsa-miR-122-5p	MPV17
hsa-miR-122-5p	TRIM29
hsa-miR-122-5p	OSBP2
hsa-miR-122-5p	PKM
hsa-miR-122-5p	FOXK2
hsa-miR-122-5p	CLIC4
hsa-miR-122-5p	ST6GALNAC4
hsa-miR-122-5p	SMURF2
hsa-miR-122-5p	LMNB2
hsa-miR-122-5p	BAX
hsa-miR-1-3p	SPRY2
hsa-miR-1-3p	PTMAP7
hsa-miR-1-3p	SOX5
hsa-miR-1-3p	DGKH
hsa-miR-1-3p	PAX3
hsa-miR-1-3p	FGFR2
hsa-miR-1-3p	LIPC
hsa-miR-1-3p	B3GNT2
hsa-miR-1-3p	IL6
hsa-miR-1-3p	CRELD2
hsa-miR-1-3p	ABCB5
hsa-miR-1-3p	PARD6B
hsa-miR-1-3p	SAMD15
hsa-miR-1-3p	KNCN
hsa-miR-1-3p	GJB3
hsa-miR-1-3p	DMTN
hsa-miR-1-3p	ZNF561
hsa-miR-1-3p	C1orf173
hsa-miR-1-3p	BMP7
hsa-miR-1-3p	MOBP
hsa-miR-1-3p	SGK3
hsa-miR-1-3p	GCFC2
hsa-miR-1-3p	RIMS2
hsa-miR-1-3p	GPR137C
hsa-miR-1-3p	FBXO33
hsa-miR-1-3p	ITGA6
hsa-miR-1-3p	MRPL19
hsa-miR-1-3p	JUP
hsa-miR-1-3p	KIF5B
hsa-miR-1-3p	SLC27A4
hsa-miR-1-3p	GNAI1
hsa-miR-1-3p	PLS3
hsa-miR-1-3p	MYO1A
hsa-miR-1-3p	AP1B1
hsa-miR-1-3p	FNDC3A
hsa-miR-1-3p	FLOT2
hsa-miR-1-3p	PSIP1
hsa-miR-1-3p	MYO1B
hsa-miR-1-3p	HCN4
hsa-miR-1-3p	TAT
hsa-miR-1-3p	CCDC88C
hsa-miR-1-3p	DTX1
hsa-miR-1-3p	KLHDC4
hsa-miR-1-3p	SLBP
hsa-miR-1-3p	PI16
hsa-miR-1-3p	CALR
hsa-miR-1-3p	F2RL1
hsa-miR-1-3p	ZNF579
hsa-miR-1-3p	SEMG2
hsa-miR-1-3p	RASSF1
hsa-miR-1-3p	NXPH2
hsa-miR-1-3p	TRPM6
hsa-miR-1-3p	SH3TC2
hsa-miR-1-3p	CLDN12
hsa-miR-1-3p	PPM1H
hsa-miR-1-3p	AKAP4
hsa-miR-1-3p	PTAR1
hsa-miR-1-3p	DKK1
hsa-miR-1-3p	UHMK1
hsa-miR-1-3p	UHMK1
hsa-miR-1-3p	FAM102A
hsa-miR-1-3p	PLXNA4
hsa-miR-1-3p	EDN1
hsa-miR-1-3p	EDN1
hsa-miR-1-3p	RABEPK
hsa-miR-1-3p	GNAI2
hsa-miR-1-3p	CCDC124
hsa-miR-1-3p	RALB
hsa-miR-1-3p	GTF3C6
hsa-miR-1-3p	EMD
hsa-miR-1-3p	ECHS1
hsa-miR-1-3p	SEPT6
hsa-miR-1-3p	CACNA2D1
hsa-miR-1-3p	PXDN
hsa-miR-1-3p	CNN3
hsa-miR-1-3p	AMDHD1
hsa-miR-1-3p	THAP2
hsa-miR-1-3p	BTC
hsa-miR-1-3p	GPR83
hsa-miR-1-3p	MAGEB3
hsa-miR-1-3p	PSG6
hsa-miR-1-3p	SFI1
hsa-miR-1-3p	CYP20A1
hsa-miR-1-3p	PSG3
hsa-miR-1-3p	PRIMA1
hsa-miR-1-3p	IL11
hsa-miR-1-3p	CDH4
hsa-miR-1-3p	KLHL3
hsa-miR-1-3p	SPERT
hsa-miR-1-3p	TRPM4
hsa-miR-1-3p	KCND1
hsa-miR-1-3p	SYTL2
hsa-miR-1-3p	TMEM106C
hsa-miR-1-3p	KLK12
hsa-miR-1-3p	SH2D4A
hsa-miR-1-3p	SHE
hsa-miR-1-3p	PPARG
hsa-miR-1-3p	MAD2L1
hsa-miR-1-3p	MKI67IP
hsa-miR-1-3p	ACTN4
hsa-miR-1-3p	TNKS1BP1
hsa-miR-1-3p	PIGT
hsa-miR-1-3p	PGRMC2
hsa-miR-1-3p	COMMD2
hsa-miR-1-3p	CD109
hsa-miR-1-3p	COPG1
hsa-miR-1-3p	DSG2
hsa-miR-1-3p	DCUN1D1
hsa-miR-1-3p	CCL14
hsa-miR-1-3p	ETV7
hsa-miR-1-3p	KAT2A
hsa-miR-1-3p	SYNPO2L
hsa-miR-1-3p	ADAMTSL4
hsa-miR-1-3p	FAM81A
hsa-miR-1-3p	SPINK1
hsa-miR-1-3p	AGPAT6
hsa-miR-1-3p	OXTR
hsa-miR-1-3p	PSG9
hsa-miR-1-3p	FHDC1
hsa-miR-1-3p	NR5A2
hsa-miR-1-3p	LHX4
hsa-miR-1-3p	ZBTB9
hsa-miR-1-3p	AP1S3
hsa-miR-1-3p	BCAP29
hsa-miR-1-3p	TSHR
hsa-miR-1-3p	ADAM12
hsa-miR-1-3p	HOOK1
hsa-miR-1-3p	TMCC1
hsa-miR-1-3p	SUSD1
hsa-miR-1-3p	NXT2
hsa-miR-1-3p	ACTN1
hsa-miR-1-3p	EIF4G1
hsa-miR-1-3p	COPZ1
hsa-miR-1-3p	MOB4
hsa-miR-1-3p	RSRC2
hsa-miR-1-3p	MYO3B
hsa-miR-1-3p	PDIA3
hsa-miR-1-3p	FLNB
hsa-miR-1-3p	CHRAC1
hsa-miR-1-3p	PLS1
hsa-miR-1-3p	POM121C
hsa-miR-1-3p	LRRC8C
hsa-miR-1-3p	OXCT1
hsa-miR-1-3p	WASF2
hsa-miR-1-3p	FLNA
hsa-miR-1-3p	OASL
hsa-miR-1-3p	IFIT3
hsa-miR-1-3p	TUBB2B
hsa-miR-1-3p	SNRNP35
hsa-miR-1-3p	ZNF799
hsa-miR-1-3p	C6orf118
hsa-miR-1-3p	RGN
hsa-miR-1-3p	PLK2
hsa-miR-1-3p	IQCD
hsa-miR-1-3p	TRIM9
hsa-miR-1-3p	AIM2
hsa-miR-1-3p	RASSF5
hsa-miR-1-3p	MIA2
hsa-miR-1-3p	LIFR
hsa-miR-1-3p	CCND1
hsa-miR-1-3p	AP1S1
hsa-miR-1-3p	RAPGEF2
hsa-miR-1-3p	MARCKS
hsa-miR-1-3p	E2F5
hsa-miR-1-3p	SIGMAR1
hsa-miR-1-3p	GPC1
hsa-miR-1-3p	LEPREL4
hsa-miR-1-3p	CCDC22
hsa-miR-1-3p	ZNF264
hsa-miR-1-3p	ZNF264
hsa-miR-1-3p	FNDC3B
hsa-miR-1-3p	PDCD10
hsa-miR-1-3p	BRDT
hsa-miR-1-3p	BCL6B
hsa-miR-1-3p	CXCL3
hsa-miR-1-3p	AMZ1
hsa-miR-1-3p	FADD
hsa-miR-1-3p	CLEC1A
hsa-miR-1-3p	ANGPTL4
hsa-miR-1-3p	IL27RA
hsa-miR-1-3p	CA3
hsa-miR-1-3p	MME
hsa-miR-1-3p	ETNK1
hsa-miR-1-3p	PLEKHG2
hsa-miR-1-3p	IFIT2
hsa-miR-1-3p	CRYGS
hsa-miR-1-3p	GIMAP4
hsa-miR-1-3p	ERMN
hsa-miR-1-3p	IFI44
hsa-miR-1-3p	TPSD1
hsa-miR-1-3p	NUAK1
hsa-miR-1-3p	GNRHR
hsa-miR-1-3p	SCN3A
hsa-miR-1-3p	PRKG2
hsa-miR-1-3p	NAB1
hsa-miR-1-3p	SH3PXD2B
hsa-miR-1-3p	SH3PXD2B
hsa-miR-1-3p	MRFAP1
hsa-miR-1-3p	CETN3
hsa-miR-1-3p	SDPR
hsa-miR-1-3p	LIMS1
hsa-miR-1-3p	SUGP1
hsa-miR-1-3p	GNB2
hsa-miR-1-3p	LCP1
hsa-miR-1-3p	SLC25A30
hsa-miR-1-3p	SLC25A30
hsa-miR-1-3p	CTTN
hsa-miR-1-3p	ATP6V1B2
hsa-miR-1-3p	ZNF48
hsa-miR-1-3p	LCA5L
hsa-miR-1-3p	DEFB125
hsa-miR-1-3p	TSPAN19
hsa-miR-1-3p	BCAS4
hsa-miR-1-3p	CXCL2
hsa-miR-1-3p	PACS2
hsa-miR-1-3p	PTPN22
hsa-miR-1-3p	DDX60
hsa-miR-1-3p	SLC26A7
hsa-miR-1-3p	TRPA1
hsa-miR-1-3p	CAPG
hsa-miR-1-3p	TLR4
hsa-miR-1-3p	HIGD1A
hsa-miR-1-3p	TMEM68
hsa-miR-1-3p	SLC35A5
hsa-miR-1-3p	ZBTB6
hsa-miR-1-3p	PLEKHH2
hsa-miR-1-3p	DOK6
hsa-miR-1-3p	ZNF280C
hsa-miR-1-3p	SMIM14
hsa-miR-1-3p	CHMP2A
hsa-miR-1-3p	NUP160
hsa-miR-1-3p	CTDNEP1
hsa-miR-1-3p	CNIH4
hsa-miR-1-3p	EDF1
hsa-miR-1-3p	GNAI3
hsa-miR-1-3p	ZNF622
hsa-miR-1-3p	GNB1
hsa-miR-1-3p	CD2AP
hsa-miR-1-3p	COPB1
hsa-miR-1-3p	HADH
hsa-miR-1-3p	S100G
hsa-miR-1-3p	GLI2
hsa-miR-1-3p	HIF3A
hsa-miR-1-3p	RCOR2
hsa-miR-1-3p	REM2
hsa-miR-1-3p	ISG15
hsa-miR-1-3p	PKD1L1
hsa-miR-1-3p	EFCAB1
hsa-miR-1-3p	AIFM2
hsa-miR-1-3p	FBXO45
hsa-miR-1-3p	HERC5
hsa-miR-1-3p	HS2ST1
hsa-miR-1-3p	PTPRD
hsa-miR-1-3p	EML3
hsa-miR-1-3p	TRPS1
hsa-miR-1-3p	HIPK3
hsa-miR-1-3p	IST1
hsa-miR-1-3p	PQBP1
hsa-miR-1-3p	BAX
hsa-miR-1-3p	GNA13
hsa-miR-1-3p	FOLR1
hsa-miR-1-3p	PRDX2
hsa-miR-1-3p	AHNAK2
hsa-miR-1-3p	GNAT2
hsa-miR-1-3p	EFTUD2
hsa-miR-1-3p	KRT75
hsa-miR-1-3p	EPB41L4B
hsa-miR-1-3p	EPB41L4B
hsa-miR-1-3p	CTBP2
hsa-miR-1-3p	ANKIB1
hsa-miR-1-3p	ANKIB1
hsa-miR-1-3p	DOLPP1
hsa-miR-1-3p	CXCL1
hsa-miR-1-3p	FILIP1
hsa-miR-1-3p	PPP1R16A
hsa-miR-1-3p	MAST4
hsa-miR-1-3p	ISG20
hsa-miR-1-3p	RAB39B
hsa-miR-1-3p	HSD3B7
hsa-miR-1-3p	COTL1
hsa-miR-1-3p	C12orf40
hsa-miR-1-3p	GATA3
hsa-miR-1-3p	SEMA4D
hsa-miR-1-3p	TIGD4
hsa-miR-1-3p	IFIT1
hsa-miR-1-3p	FRMD7
hsa-miR-1-3p	CBX2
hsa-miR-1-3p	LRRC8B
hsa-miR-1-3p	CCDC180
hsa-miR-1-3p	TBC1D9
hsa-miR-1-3p	KDM2B
hsa-miR-1-3p	CDC42SE1
hsa-miR-1-3p	UNC119B
hsa-miR-1-3p	CCDC170
hsa-miR-1-3p	UBAC2
hsa-miR-1-3p	LGALS3BP
hsa-miR-1-3p	DCAKD
hsa-miR-1-3p	COL12A1
hsa-miR-1-3p	ABCC1
hsa-miR-1-3p	CAMK2G
hsa-miR-1-3p	DBN1
hsa-miR-1-3p	CALM1
hsa-miR-1-3p	RGS17
hsa-miR-1-3p	CCL2
hsa-miR-1-3p	SLC39A3
hsa-miR-1-3p	HIST1H3B
hsa-miR-1-3p	NBL1
hsa-miR-1-3p	ZNF568
hsa-miR-1-3p	FAM167A
hsa-miR-1-3p	F11R
hsa-miR-1-3p	KIAA1731
hsa-miR-1-3p	RIN1
hsa-miR-1-3p	MGC27345
hsa-miR-1-3p	FOXN4
hsa-miR-1-3p	AKR1D1
hsa-miR-1-3p	RIPK2
hsa-miR-1-3p	IL8
hsa-miR-1-3p	FIG4
hsa-miR-1-3p	OARD1
hsa-miR-1-3p	C2orf48
hsa-miR-1-3p	DFNA5
hsa-miR-1-3p	RXFP1
hsa-miR-1-3p	MIER1
hsa-miR-1-3p	MAP4K2
hsa-miR-1-3p	THY1
hsa-miR-1-3p	CDH2
hsa-miR-1-3p	C1orf27
hsa-miR-1-3p	FLNC
hsa-miR-1-3p	CDK4
hsa-miR-1-3p	CRIP2
hsa-miR-1-3p	EPB41L2
hsa-miR-221-3p	USP18
hsa-miR-221-3p	BNIP3L
hsa-miR-221-3p	HMGXB4
hsa-miR-221-3p	BRAP
hsa-miR-221-3p	ARIH2
hsa-miR-221-3p	MYBL1
hsa-miR-221-3p	DKK2
hsa-miR-221-3p	CREBZF
hsa-miR-221-3p	BBC3
hsa-miR-221-3p	TBK1
hsa-miR-221-3p	CDKN1C
hsa-miR-221-3p	KIT
hsa-miR-215-5p	AMMECR1
hsa-miR-215-5p	MEX3B
hsa-miR-215-5p	CASP7
hsa-miR-215-5p	RNF219
hsa-miR-215-5p	GSG2
hsa-miR-215-5p	TDP1
hsa-miR-215-5p	CMTM6
hsa-miR-215-5p	CTNNBIP1
hsa-miR-215-5p	EAF1
hsa-miR-215-5p	ATAD2
hsa-miR-215-5p	ENC1
hsa-miR-215-5p	ARHGAP11A
hsa-miR-215-5p	CPSF6
hsa-miR-215-5p	MKI67
hsa-miR-215-5p	ANAPC10
hsa-miR-215-5p	RACGAP1P
hsa-miR-215-5p	ARL4C
hsa-miR-215-5p	EGR1
hsa-miR-215-5p	FAM222A
hsa-miR-215-5p	RAD54B
hsa-miR-215-5p	GPANK1
hsa-miR-215-5p	MCM10
hsa-miR-215-5p	PIGX
hsa-miR-215-5p	TICAM2
hsa-miR-215-5p	STAMBPL1
hsa-miR-215-5p	C1orf112
hsa-miR-215-5p	CENPA
hsa-miR-215-5p	IQCC
hsa-miR-215-5p	PHF10
hsa-miR-215-5p	MAPK9
hsa-miR-215-5p	THOP1
hsa-miR-215-5p	LAMTOR5
hsa-miR-215-5p	KIF15
hsa-miR-215-5p	C18orf54
hsa-miR-215-5p	ANAPC15
hsa-miR-215-5p	PLAU
hsa-miR-215-5p	ZNF114
hsa-miR-215-5p	FZD1
hsa-miR-215-5p	HESX1
hsa-miR-215-5p	THBD
hsa-miR-215-5p	DIS3L
hsa-miR-215-5p	SLC16A7
hsa-miR-215-5p	AKAP7
hsa-miR-215-5p	TMEM30A
hsa-miR-215-5p	TBL1X
hsa-miR-215-5p	SPAG9
hsa-miR-215-5p	GPSM2
hsa-miR-215-5p	SEPT10
hsa-miR-215-5p	GAS2L3
hsa-miR-215-5p	METTL9
hsa-miR-215-5p	ZNHIT3
hsa-miR-215-5p	TMED10
hsa-miR-215-5p	FAIM
hsa-miR-215-5p	GPR126
hsa-miR-215-5p	USP12
hsa-miR-215-5p	TRIM23
hsa-miR-215-5p	FBXO4
hsa-miR-215-5p	MCM3
hsa-miR-215-5p	IQGAP1
hsa-miR-215-5p	ID2
hsa-miR-215-5p	MRPL13
hsa-miR-215-5p	GULP1
hsa-miR-215-5p	SGCB
hsa-miR-215-5p	MAP6D1
hsa-miR-215-5p	CXorf57
hsa-miR-215-5p	LMNB1
hsa-miR-215-5p	SOAT1
hsa-miR-215-5p	PHF6
hsa-miR-215-5p	RHOBTB3
hsa-miR-215-5p	CNEP1R1
hsa-miR-215-5p	DEPDC1
hsa-miR-215-5p	FERMT1
hsa-miR-215-5p	ALCAM
hsa-miR-215-5p	ALCAM
hsa-miR-215-5p	ALDH9A1
hsa-miR-215-5p	NCAPH
hsa-miR-215-5p	WHSC1
hsa-miR-215-5p	HAUS3
hsa-miR-215-5p	SGOL2
hsa-miR-215-5p	RPS6KB1
hsa-miR-215-5p	NFKBIZ
hsa-miR-215-5p	ARHGAP29
hsa-miR-215-5p	DNAJC19
hsa-miR-215-5p	SLC39A8
hsa-miR-215-5p	RNASE4
hsa-miR-215-5p	GALNT12
hsa-miR-215-5p	PTBP2
hsa-miR-215-5p	RB1
hsa-miR-215-5p	RB1
hsa-miR-215-5p	CTCF
hsa-miR-215-5p	SS18
hsa-miR-215-5p	OSBPL6
hsa-miR-215-5p	STX7
hsa-miR-215-5p	CENPK
hsa-miR-215-5p	BRCA2
hsa-miR-215-5p	LMNB2
hsa-miR-215-5p	DHFRL1
hsa-miR-215-5p	CEP128
hsa-miR-215-5p	APPL1
hsa-miR-215-5p	WDR67
hsa-miR-215-5p	UVRAG
hsa-miR-215-5p	MACF1
hsa-miR-215-5p	HYLS1
hsa-miR-215-5p	TRIM68
hsa-miR-215-5p	SLC19A2
hsa-miR-215-5p	RAB2A
hsa-miR-215-5p	CUL5
hsa-miR-215-5p	RBP7
hsa-miR-215-5p	MOAP1
hsa-miR-215-5p	NCBP1
hsa-miR-215-5p	ASPH
hsa-miR-215-5p	CLIP4
hsa-miR-215-5p	ITGB1
hsa-miR-215-5p	LRP8
hsa-miR-215-5p	CREBZF
hsa-miR-215-5p	BTC
hsa-miR-215-5p	MIS18BP1
hsa-miR-215-5p	SLC7A11
hsa-miR-215-5p	C8orf46
hsa-miR-215-5p	TMEM2
hsa-miR-215-5p	TRIM59
hsa-miR-215-5p	RET
hsa-miR-215-5p	RACGAP1
hsa-miR-215-5p	UBE2V2
hsa-miR-215-5p	MT1F
hsa-miR-215-5p	FBN1
hsa-miR-215-5p	MFI2
hsa-miR-215-5p	KCNS3
hsa-miR-215-5p	ZNF215
hsa-miR-215-5p	C1orf198
hsa-miR-215-5p	DTL
hsa-miR-215-5p	MED22
hsa-miR-215-5p	HADH
hsa-miR-215-5p	TOP1
hsa-miR-215-5p	SKA1
hsa-miR-215-5p	KIF24
hsa-miR-215-5p	ZBTB6
hsa-miR-215-5p	PRPS2
hsa-miR-215-5p	SAYSD1
hsa-miR-215-5p	SEMA4D
hsa-miR-215-5p	SERTAD4
hsa-miR-215-5p	NUCKS1
hsa-miR-215-5p	TMEM164
hsa-miR-215-5p	FBXW2
hsa-miR-215-5p	WWC3
hsa-miR-215-5p	KHDRBS3
hsa-miR-215-5p	C5orf30
hsa-miR-215-5p	C4orf32
hsa-miR-215-5p	MCM9
hsa-miR-215-5p	TCHP
hsa-miR-215-5p	DNAJB5
hsa-miR-215-5p	CDC14A
hsa-miR-215-5p	RNFT1
hsa-miR-215-5p	IL1R1
hsa-miR-215-5p	CMPK1
hsa-miR-215-5p	CORO2B
hsa-miR-215-5p	EPDR1
hsa-miR-215-5p	RAD1
hsa-miR-215-5p	TPM4
hsa-miR-215-5p	SIX4
hsa-miR-215-5p	GABPB1
hsa-miR-215-5p	NREP
hsa-miR-215-5p	PPARG
hsa-miR-215-5p	RAB8B
hsa-miR-215-5p	EMC7
hsa-miR-215-5p	CCZ1
hsa-miR-215-5p	ZNF701
hsa-miR-215-5p	CCZ1B
hsa-miR-215-5p	EXTL2
hsa-miR-215-5p	FEN1
hsa-miR-215-5p	SLC46A3
hsa-miR-215-5p	PIM1
hsa-miR-215-5p	PRNP
hsa-miR-215-5p	MAN2A2
hsa-miR-215-5p	C17orf58
hsa-miR-215-5p	CENPI
hsa-miR-215-5p	FZD7
hsa-miR-215-5p	SLC26A2
hsa-miR-215-5p	PRDM4
hsa-miR-215-5p	PIP4K2B
hsa-miR-215-5p	GPC4
hsa-miR-215-5p	ATAD1
hsa-miR-215-5p	IL6ST
hsa-miR-215-5p	MSH6
hsa-miR-215-5p	CCDC15
hsa-miR-215-5p	ZDHHC23
hsa-miR-215-5p	GATAD1
hsa-miR-215-5p	VASH2
hsa-miR-215-5p	CCNE1
hsa-miR-215-5p	RFC4
hsa-miR-215-5p	KCTD12
hsa-miR-215-5p	HJURP
hsa-miR-215-5p	OPA1
hsa-miR-215-5p	TRPV1
hsa-miR-215-5p	CKLF
hsa-miR-215-5p	KLHL23
hsa-miR-215-5p	SMARCB1
hsa-miR-215-5p	MYB
hsa-miR-215-5p	CDK14
hsa-miR-215-5p	SRD5A1
hsa-miR-215-5p	ACADSB
hsa-miR-215-5p	IGF1R
hsa-miR-215-5p	UNG
hsa-miR-215-5p	EMC1
hsa-miR-215-5p	SLC16A14
hsa-miR-215-5p	TTPA
hsa-miR-215-5p	INPP5F
hsa-miR-215-5p	NPHP3
hsa-miR-215-5p	APOLD1
hsa-miR-215-5p	EFCAB11
hsa-miR-215-5p	SEC24D
hsa-miR-215-5p	PSRC1
hsa-miR-215-5p	NPTXR
hsa-miR-215-5p	GINM1
hsa-miR-215-5p	GAB2
hsa-miR-215-5p	ALG10
hsa-miR-215-5p	NAB1
hsa-miR-215-5p	ZMYND11
hsa-miR-215-5p	HBEGF
hsa-miR-215-5p	RMI1
hsa-miR-215-5p	ANKRD6
hsa-miR-215-5p	C1QTNF3
hsa-miR-215-5p	PPAT
hsa-miR-215-5p	IL17RB
hsa-miR-215-5p	ABCB10
hsa-miR-215-5p	KIF14
hsa-miR-215-5p	TNFSF12
hsa-miR-215-5p	IRAK1
hsa-miR-215-5p	MXI1
hsa-miR-215-5p	MIB1
hsa-miR-215-5p	SMC2
hsa-miR-215-5p	USP54
hsa-miR-215-5p	AHSA2
hsa-miR-215-5p	ELOVL1
hsa-miR-215-5p	CASC5
hsa-miR-215-5p	PCSK9
hsa-miR-215-5p	C1D
hsa-miR-215-5p	TMPO
hsa-miR-215-5p	CENPE
hsa-miR-215-5p	MMP20
hsa-miR-215-5p	MRPL50
hsa-miR-215-5p	ERCC3
hsa-miR-215-5p	BCL2
hsa-miR-215-5p	SYNGR1
hsa-miR-215-5p	KIF23
hsa-miR-215-5p	ZBTB14
hsa-miR-215-5p	ST3GAL6
hsa-miR-215-5p	EML1
hsa-miR-215-5p	MTDH
