Official Symbol Interactor A	Official Symbol Interactor B
SENP3	XRCC5
SENP3	SP1
SENP3	HSP90AA1
PDCL	GNB1
RNF126	BAG6
ITCH	CPSF6
ITCH	HGS
ITCH	POLR2A
ITCH	STAM
ITCH	USP9X
ITCH	WBP2
UBE4A	UBXN4
IFT74	UBXN10
TTC26	UBXN10
IFT88	UBXN10
MALT1	BCL10
MALT1	TRAF6
UBXN6	VCP
UBXN4	VCP
UBXN10	VCP
UBXN10	TTC26
UBXN10	UNC13B
UBXN10	IFT74
UBXN10	IFT81
UBXN2A	VCP
UBXN2A	ASPSCR1
UBXN2A	PPP1R7
UBXN2A	PPP1R11
UBXN2A	PPP1CB
UBXN8	VCP
UBXN8	TBC1D15
UBXN7	VCP
UBXN7	ACAD11
UBXN7	WDR11
UBXN7	CUL2
UBXN7	KLHL12
UBXN7	TOPORS
FAF2	SLC25A4
FAF2	NPLOC4
FAF2	VCP
FAF2	UFD1L
FAF2	PEX19
FAF2	UBAC2
FAF2	RRM2
UBXN1	VCP
FAF1	VCP
FAF1	NPLOC4
FAF1	RAE1
FAF1	UFD1L
FAF1	VAPB
FAF1	VAPA
UBXN2B	ASPSCR1
UBXN2B	PPP1R7
UBXN2B	VCPIP1
UBXN2B	PPP1R11
UBXN2B	VCP
UBXN2B	CDC42BPB
NSFL1C	VCP
NSFL1C	ASPSCR1
NSFL1C	VCPIP1
UFD1L	VCP
UFD1L	NPLOC4
UFD1L	FAF2
NPLOC4	NSFL1C
NPLOC4	ASPSCR1
NPLOC4	VCP
NPLOC4	UFD1L
NPLOC4	FAF2
VCP	NSFL1C
VCP	UBXN6
VCP	ASPSCR1
VCP	NPLOC4
VCP	VCPIP1
VCP	UFD1L
VCP	UBXN2B
UBXN4	UBE4A
UBXN10	IFT52
UBXN10	IFT27
UBXN7	BRWD3
FAF2	BAG6
UBXN1	BAG6
FAF1	YTHDF1
UBXN2B	FAM104A
VCP	UBXN2A
VCP	UBE4B
UBXN6	POR
UBXN6	ASPSCR1
UBXN4	IP6K1
UBXN4	VPS13A
UBXN4	VPS13C
UBXN10	IFT88
UBXN10	NPLOC4
UBXN10	UFD1L
UBXN10	WDR45B
UBXN2A	VCPIP1
UBXN7	NPLOC4
UBXN7	UFD1L
UBXN7	BRWD1
UBXN7	ERCC3
UBXN7	KLHDC3
FAF2	ACAD9
FAF2	AUP1
FAF2	DERL2
FAF2	NPEPPS
FAF2	RPTOR
FAF2	SETDB1
FAF2	TIMM17B
FAF2	VRK2
UBXN1	BTBD9
UBXN1	KCTD10
UBXN1	RLIM
UBXN1	TNFAIP1
NSFL1C	FGGY
NSFL1C	NPLOC4
NSFL1C	UFD1L
NSFL1C	FAM104A
UFD1L	FAF1
UFD1L	NSFL1C
UFD1L	VCPIP1
NPLOC4	FAF1
NPLOC4	VCPIP1
OTUB1	UBE2E2
OTUB1	UBE2E3
OTUB1	SNRNP27
NOSIP	PPP2CA
NOSIP	PPP2R1A
NOSIP	PPP2R2A
EGFR	HSPA5
EGFR	AHNAK
EGFR	HSPA1A
EGFR	ATP5A1
EGFR	HSPA8
EGFR	AP2A1
EGFR	AP2B1
EGFR	SLC3A2
EGFR	SFN
EGFR	ARMC8
EGFR	BAIAP2
EGFR	CTNNA1
EGFR	CTNNB1
EGFR	CTNND1
EGFR	CANX
EGFR	CDH1
EGFR	HNRNPH1
EGFR	H1FX
EGFR	PHLDA1
EGFR	PTPRF
EGFR	MET
EGFR	ERBB2
EGFR	HLA-A
EGFR	XRN2
EGFR	SGPL1
EGFR	AP1B1
EGFR	AP2A2
EGFR	AP2M1
EGFR	AP2S1
EGFR	ATP2A2
GRB2	ARHGEF5
GRB2	EGFR
GRB2	ERRFI1
GRB2	SHC1
GRB2	UBASH3B
ERBB3	HLA-A
ERBB3	EGFR
ERBB3	GRB2
ERBB3	GRB7
ERBB3	HSP90AA1
ERBB3	PIK3R3
ERBB3	PIK3R1
ERBB3	PIK3R2
ERBB3	SHC1
ERBB3	TUBA4A
ERRFI1	YWHAZ
GRB2	ACTB
GRB2	ACTG1
GRB2	GRB2
GRB2	MYH9
GRB2	PTPRA
SHC1	ACTB
SHC1	AP2A1
SHC1	AP2A2
SHC1	ARHGEF5
SHC1	EGFR
SHC1	GRB2
SHC1	HSPA8
SHC1	MYH9
SHC1	PTPN12
UBASH3B	HSPA8
UBASH3B	MYH9
ESRRB	HSP90AA1
ESRRB	HSP90AB1
SHC1	AP2M1
SHC1	S100A8
SHC1	S100A9
SHC1	UBASH3B
CDC37	ARAF
CDC37	CDK11A
CDC37	CDK11B
CDC37	CDC37
CDC37	CDK4
CDC37	CDK9
CDC37	CLK3
CDC37	DDX17
CDC37	EGFR
CDC37	HSP90AA1
CDC37	HSP90AB1
CDC37	CHUK
CDC37	RPS6KA6
CDC37	IKBKG
CDC37	RAF1
CDC37	SQSTM1
CDC37	CTTN
TFAP2A	XRCC6
TFAP2A	XRCC5
PCGF1	RYBP
PCGF1	PCGF1
PCGF1	DPPA4
PCGF1	RNF2
PCGF1	BCOR
PCGF1	KDM2B
PCGF1	SKP1
PCGF1	RING1
PCGF1	USP7
PCGF1	BCORL1
DPPA4	DPPA2
DPPA4	PCGF1
DPPA4	SH3GL1
BCOR	BCOR
BCOR	KDM2B
BCOR	PCGF1
BCOR	RING1
BCOR	RNF2
BCOR	RYBP
BCOR	SKP1
BCOR	USP7
BCOR	YAF2
NANOG	PCGF1
NANOG	SALL4
NANOG	ZNF281
POU5F1	POU5F1
POU5F1	RAD23B
POU5F1	RPL22
POU5F1	SALL4
POU5F1	SOX2
POU5F1	TUBA1A
POU5F1	TUBB4A
POU5F1	XPC
STX17	VPS33A
STX17	VPS16
RBBP8	EXD2
RBBP8	MRE11A
RBBP8	CTBP1
RBBP8	CTBP2
EIF4G1	USP10
NAT10	TP53
DAXX	ATRX
DAXX	DKC1
DCUN1D1	CUL1
DCUN1D1	CUL2
DCUN1D1	CUL3
DCUN1D1	CUL4A
DCUN1D1	CUL4B
DCUN1D1	CUL5
DCUN1D1	CAND1
DCUN1D1	RBX1
DCUN1D1	DDB1
DCUN1D2	CUL1
DCUN1D2	CUL2
DCUN1D2	CUL3
DCUN1D2	CUL4A
DCUN1D2	CUL4B
DCUN1D2	CUL5
DCUN1D2	CAND1
DCUN1D2	RBX1
DCUN1D3	CUL1
DCUN1D3	CUL2
DCUN1D3	CUL3
DCUN1D3	CUL4A
DCUN1D3	CUL4B
DCUN1D3	CUL5
DCUN1D3	CAND1
DCUN1D3	RBX1
DCUN1D4	CUL1
DCUN1D4	CUL2
DCUN1D4	CUL3
DCUN1D4	CUL5
DCUN1D4	CAND1
DCUN1D5	CUL1
DCUN1D5	CUL2
DCUN1D5	CUL3
DCUN1D5	CUL5
DCUN1D5	CAND1
DCUN1D5	RBX1
DCUN1D5	CUL4A
DCUN1D5	CUL4B
ZNF618	UHRF2
UHRF2	ZNF618
UHRF2	USP7
CRBN	CUL4B
CRBN	AGO2
CRBN	DDB1
CRBN	CUL4A
MTMR3	MTOR
MTMR3	MTMR4
ATMIN	WRNIP1
WHSC1L1	BRD4
WHSC1L1	CHD8
FBXL17	SKP1
FBXL17	CUL1
FBXL17	SUFU
FBXL17	ZBTB10
FBXL17	BACH1
USP9X	SMN2
USP9X	GEMIN2
USP9X	DDX20
USP9X	GEMIN4
ZMIZ1	RBPJ
ZMIZ1	NOTCH1
NME4	NME2
OXCT2	OXCT2
NME4	NME4
PPM1K	BCKDHB
C17orf89	NDUFAF5
TRUB2	WBSCR16
C7orf55	ATPAF2
WBSCR16	TRUB2
SLMO2	TRIAP1
NDUFAF4	NDUFAF3
PPM1K	DBT
PRELID1	TRIAP1
OXCT1	OXCT2
PPTC7	BNIP3
WBSCR16	NME6
NDUFS3	NDUFAF4
NDUFS3	NDUFAF3
LYRM4	NFS1
COQ4	COQ4
PPM1K	BCKDHA
NDUFS3	NDUFB7
NDUFAF5	C17orf89
NDUFS3	NDUFS8
NDUFS3	NDUFB9
COQ6	COQ5
NDUFS3	NDUFS4
CHCHD10	CLPX
NDUFS3	NDUFB4
NDUFAF4	NDUFS7
NDUFS3	NDUFS7
COQ5	COQ6
NDUFS3	NDUFA9
ADCK3	COQ5
COQ5	ADCK3
NDUFS3	NDUFS5
NDUFS3	NDUFA5
COQ4	COQ5
COQ9	COQ3
NDUFAF4	TIMMDC1
NDUFS3	NDUFS2
NDUFA4	NDUFA12
NDUFS3	NDUFS6
COQ9	COQ7
NDUFS3	NDUFB10
NDUFS3	NDUFA13
NDUFS3	NDUFB1
ATP5A1	ATP5I
ATP5A1	ATP5H
PPTC7	TRMT61B
NDUFS3	NDUFB3
NDUFS3	NDUFV1
BOLA3	GLRX5
COQ9	COQ5
COQ9	COQ6
NDUFS3	NDUFB8
LYRM5	NT5DC2
NDUFS3	NDUFA12
ECI2	ECH1
LYRM7	UQCRFS1
NDUFS3	NDUFB11
NDUFS3	NDUFA2
NDUFAF4	NDUFS3
ATP5A1	ATP5O
NDUFS3	NDUFA3
NDUFS3	NDUFA7
COQ5	COQ9
BOLA1	GLRX5
COQ4	COQ9
NDUFS3	NDUFS1
NDUFS3	NDUFAF1
ATP5A1	ATP5F1
CHCHD2	ATP5H
LYRM5	MRPL46
NDUFS3	NDUFA11
FAM136A	HCCS
COQ3	COQ9
NDUFS3	ACAD9
CHCHD10	C1QBP
SPATA20	NDUFA10
ATP5A1	ATP5C1
COX6B1	COX7A2
PPTC7	TRMT2B
NDUFS3	NDUFV2
ACN9	NDUFAB1
MCCC2	MCCC1
NDUFS3	NDUFV3
MCCC2	ECH1
LYRM5	ETFA
NDUFS3	NDUFB5
LYRM2	NDUFAB1
CECR5	PDK3
NME4	NME3
COQ3	COQ6
NDUFS3	UQCRC2
LYRM5	NDUFAB1
LYRM5	ETFB
LYRM4	NDUFAB1
LYRM7	NDUFAB1
ACN9	SDHB
COX6B1	UQCRFS1
IVD	ETFA
OXCT2	OXCT1
ATP5A1	ETFA
COX6B1	UQCRB
NDUFS3	CYC1
U2AF2	ACIN1
U2AF2	SNRNP200
U2AF2	CCAR1
U2AF2	CDC5L
U2AF2	CPSF6
U2AF2	DDX17
U2AF2	DDX5
U2AF2	SRSF10
U2AF2	HDGF
U2AF2	HNRNPA0
U2AF2	HNRNPC
U2AF2	HNRNPD
U2AF2	HNRNPF
U2AF2	HNRNPH1
U2AF2	HNRNPK
U2AF2	HNRNPM
U2AF2	HNRNPR
U2AF2	HNRNPU
U2AF2	HSP90AA1
U2AF2	ILF2
U2AF2	KHDRBS1
U2AF2	NONO
U2AF2	PNN
U2AF2	PRPF19
U2AF2	PSMA4
U2AF2	PSPC1
U2AF2	RNPS1
U2AF2	SAP18
U2AF2	SF1
U2AF2	SF3B1
U2AF2	SF3B2
U2AF2	SF3B3
U2AF2	SFPQ
U2AF2	SRSF1
U2AF2	TRA2B
U2AF2	SRSF2
U2AF2	SRSF3
U2AF2	SRSF7
U2AF2	SRSF9
U2AF2	SNRNP70
U2AF2	SNRPA1
U2AF2	SNRPD1
U2AF2	SNW1
U2AF2	SYNCRIP
U2AF2	ALYREF
U2AF2	THRAP3
U2AF2	TRA2A
U2AF2	U2AF1
ABCC1	ATP5A1
ABCC1	EEF1A1
DTL	DDB1
DTL	CUL4A
DTL	CUL4B
DTL	COPS4
MAP3K2	CTNNB1
NR1I2	RXRB
NR1I2	TP53
RC3H1	CNOT1
RC3H1	CNOT8
EGLN1	FKBP8
EGLN1	PTGES3
EGLN1	HSP90AA1
EGLN1	HSP90AB1
MAD2L1	MAD1L1
MAD2L1	PSMD8
MAD2L1	CDC20
MAD2L1	BUB1B
MAD2L1	BUB3
MAD2L1	ANAPC1
MAD2L1	CDC27
MAD2L1	ANAPC7
MAD2L1	KIF20A
MAD2L1	TRIP13
CCNB1	TRIM28
CCNB1	CDK1
CCNB1	CDK3
CCNB1	STAU1
CCNB1	HDAC1
CCNB1	USP22
FOXM1	OTUB1
RBBP8	BRCA1
RBBP8	LMO4
RBBP8	NBN
RBBP8	USP4
RBBP8	SIAH1
RBBP8	MRE11A
MYCN	HUWE1
MYCN	MAX
NGRN	FASTKD2
WBSCR16	NME6
WBSCR16	TRUB2
FASTKD2	NGRN
FASTKD2	TRUB2
CDC27	ANAPC1
CDC27	ANAPC2
CDC27	BUB1B
CDC27	ANAPC4
CDC27	ANAPC5
CDC27	CDC16
CDC27	ANAPC7
CDC27	CDC23
CDC27	CDC20
CDC27	BUB3
CDC20	ANAPC1
CDC20	ANAPC2
CDC20	BUB1B
CDC20	ANAPC4
CDC20	ANAPC5
CDC20	CDC16
CDC20	ANAPC7
CDC20	CDC23
CDC20	CDC27
CDC20	BUB3
NFATC2	IKZF1
NFATC1	RPTOR
NFATC1	CREB1
NFATC1	SCAI
NFATC1	GSK3B
NFATC1	WDR48
NFATC1	IKZF2
NFATC1	CHEK1
NFATC1	IKZF1
NFATC1	SATB1
NFATC1	RUNX1
NFATC1	EP300
NFATC2	JUN
NFATC2	RPTOR
NFATC2	CREB1
NFATC2	EP300
NFATC2	FOS
NFATC2	CHEK1
NFATC2	SCAI
NFATC2	IKZF2
NFATC2	GSK3B
NFATC2	RUNX1
NFATC2	SATB1
NFATC2	WDR48
NFATC1	SMARCC2
NFATC1	SMARCA4
NFATC2	IRF2BP2
BAG6	RNF123
BAG6	RNF126
CA4	WTAP
ZNF207	BUB3
WBSCR22	TRMT112
TMEM258	RPN2
DIEXF	PSME3
C3orf17	NPM1
C3orf17	RPP30
METTL16	MEPCE
SPATA5	SPATA5L1
SPATA5	CINP
ARMC7	RBM48
CFAP20	SFSWAP
CFAP20	CLASRP
C3orf17	POP4
C3orf17	RPP30
CUL3	GLI2
CUL3	DVL2
CUL3	CCNE1
TP53	PPP2R1A
BMI1	H1FX
BMI1	CBX5
BMI1	DEK
C4orf27	PARP1
C4orf27	HIST2H2AC
C4orf27	HIST3H3
C4orf27	H2AFY
KIF23	LIMK1
KAT5	TRRAP
KAT5	EP400
KAT5	BRD8
KAT5	EPC1
KAT5	EPC2
KAT5	MBTD1
KAT5	DMAP1
KAT5	ING3
KAT5	RUVBL1
KAT5	RUVBL2
KAT5	VPS72
KAT5	ACTL6A
KAT5	ACTB
KAT5	YEATS4
KAT5	MEAF6
KAT5	MORF4L1
KAT5	MORF4L2
KAT5	H2AFZ
EPC1	TRRAP
EPC1	BRD8
EPC1	MBTD1
EPC1	DMAP1
EPC1	KAT5
EPC1	ING3
EPC1	RUVBL1
EPC1	RUVBL2
EPC1	MRGBP
EPC1	YEATS4
EPC1	MEAF6
EPC1	MORF4L1
EPC1	MORF4L2
EPC1	H2AFZ
MBTD1	TRRAP
MBTD1	EP400
MBTD1	BRD8
MBTD1	EPC1
MBTD1	DMAP1
MBTD1	KAT5
MBTD1	ING3
MBTD1	RUVBL1
MBTD1	RUVBL2
MBTD1	MRGBP
MBTD1	YEATS4
MBTD1	MEAF6
MBTD1	MORF4L1
MBTD1	MORF4L2
RNF138	LEF1
RNF138	RAD51D
MAGED2	NAP1L1
MAGED2	GNAS
MAGED2	NAP1L4
MYO6	CLTC
MYO6	AP2A1
MYO6	PICALM
MYO6	ARHGEF12
EGFR	ERCC1
EGFR	NCL
EGFR	XRN2
NCK1	RASA1
CDC73	HSP90AA1
CDC73	MYH9
ATOH1	HUWE1
ATOH1	CSNK1D
ATOH1	CSNK1E
VANGL2	SQSTM1
CLEC1B	STUB1
TRAF6	DDX3X
TRAF6	UBC
TRAF6	VAV3
ATXN3	VCP
ATXN3	TP53
CRBN	GLUL
CRBN	CUL4A
CRBN	DDB1
CRBN	RBX1
RNF20	RNF40
RNF20	KIF11
RNF20	WAC
C11orf30	MORF4L1
C11orf30	SIN3B
C11orf30	KDM5A
C11orf30	ZNF131
C11orf30	HDAC1
C11orf30	GATAD1
C11orf30	HDAC2
C11orf30	PHF12
PHF12	MORF4L1
PHF12	SIN3B
PHF12	KDM5A
PHF12	HDAC1
PHF12	MORF4L2
PHF12	RBBP7
PHF12	C11orf30
PHF12	GATAD1
PHF12	HDAC2
GATAD1	MORF4L1
GATAD1	KDM5A
GATAD1	SIN3B
GATAD1	ZNF131
GATAD1	HDAC1
GATAD1	MORF4L2
GATAD1	RBBP7
GATAD1	C11orf30
GATAD1	HDAC2
GATAD1	PHF12
ZNF131	CBX4
ZNF131	KDM5A
ZNF131	C11orf30
ZNF131	GATAD1
ZNF131	RNMTL1
WDR48	USP1
WDR48	USP12
WDR48	USP46
WDR48	PHLPP1
WDR48	PHLPP2
WDR48	WDR20
WDR48	RAD51AP1
USP1	WDR48
USP1	PHLPP1
USP1	PHLPP2
FAM3C	UBE4A
AIFM1	PGAM5
AIFM1	SLC25A5
WDR4	FEN1
WDR4	METTL1
WDR4	PCNA
DDX5	RNF2
DDX5	CBX7
DDX5	RYBP
BUB1	BUB1B
BUB1	BUB3
BUB1	CASC5
TRIM27	USP7
USP11	XIAP
FBXO7	SKP1
FBXO7	CUL1
FBXO7	PSMB3
FBXO7	PSMB4
FBXO7	PSMA2
FBXO7	PSMA6
FBXO7	PSME3
FBXO7	PSME1
FBXO7	PSMB1
PHF8	USP7
DPF3	CSNK2A1
DPF3	CSNK2B
UBE3B	CALM3
UBR5	SUPT16H
UBR5	SSRP1
BMI1	UBR5
BMI1	UBAP2L
BMI1	RNF2
BMI1	CBX4
BMI1	PHC1
APC	UBR5
HYPK	HTT
HYPK	EEF1A1
HYPK	HSPA8
HYPK	LMNB2
HYPK	CALM1
HYPK	VIM
HYPK	HSPA1A
HYPK	MLF2
HYPK	NAA15
AIRE	FBXO3
AIRE	DDX5
AIRE	SMC3
MAGEC2	TRIM28
MAGEC2	STAT3
WWP2	DVL2
WWP2	PPM1G
WWP2	PTPN14
WWP2	USP7
WWP2	PDLIM7
WWP2	WWP1
WWP2	HNRNPUL1
WWP2	SPG20
WWP2	FAM168A
WWP2	WBP2
WWP2	AMOT
WWP2	AMOTL1
WWP2	TP73
NCL	ITGAV
TP53	SMG7
SLBP	CCNF
SLBP	SKP1
SLBP	CCNA2
SLBP	EIF4G1
SLBP	UPF1
SLBP	MIF4GD
SLBP	NCBP1
ASB7	PSRC1
DERL1	VCP
TCEB3	TCEB2
TCEB3	TCEB1
TCEB3	CUL5
CRBN	DDB1
CRBN	CUL4B
CRBN	CUL4A
CRBN	BSG
CRBN	SLC16A1
CD24	NPM1
IRS2	USP15
ZNF746	MYBBP1A
ZNF746	ZNF212
ZNF746	EIF3L
ESR1	VPRBP
SNAI1	USP17L2
SNAI1	TP53
CEP68	VHL
FLCN	HSP90AA1
FLCN	HSPA1B
FLCN	CCT2
FLCN	AHSA1
FLCN	STUB1
CDC25A	BTRC
CDC25A	FBXW11
CDC25B	BTRC
CDC25B	FBXW11
CDC25B	YWHAE
CDC25C	CDK1
CDC25C	SUFU
CDC25C	YWHAB
CDC25C	YWHAE
CDC25C	YWHAG
CDC25C	YWHAH
CDC25C	YWHAQ
CDC25C	YWHAZ
CTDSP1	CDCA3
CTDSP2	CDCA3
CTDSPL	CDCA3
DUPD1	PDHB
DUSP1	MAPK14
DUSP10	MAPK9
DUSP16	MAPK14
DUSP16	MAPK9
DUSP19	ACTBL2
DUSP2	MAPK1
DUSP4	MAPK1
DUSP6	MAPK1
DUSP6	MAPK3
DUSP8	MAPK8
DUSP8	MAPK9
DUSP9	ELP3
DUSP9	IKBKAP
DUSP9	MAPK1
DUSP9	MAPK11
DUSP9	MAPK14
DUSP9	MAPK3
DUSP9	PRIM2
EYA1	SIX2
EYA4	DCTPP1
EYA4	SIX2
FAN1	MLH1
FAN1	PMS1
FAN1	PMS2
MTM1	SNX17
MTMR14	IDE
MTMR14	PLK1
MTMR2	CCDC22
MTMR2	MTMR1
MTMR2	MTMR10
MTMR2	SBF1
MTMR2	SBF2
MTMR3	MTMR4
MTMR3	PLK1
MTMR4	CEP55
MTMR4	MTMR3
MTMR6	MTMR9
MTMR7	MTMR9
MTMR7	YEATS4
MTMR8	MTMR9
MTMR9	ATPIF1
MTMR9	MTMR6
MTMR9	MTMR7
MTMR9	MTMR8
PDP2	UBR2
PHLPP1	FKBP5
PHLPP1	NUDCD3
PHLPP1	PHLPP2
PHLPP1	SLC9A3R2
PHLPP1	SUGT1
PHLPP1	USP1
PHLPP1	USP12
PHLPP1	USP46
PHLPP1	WDR20
PHLPP1	WDR48
PHLPP2	SLC9A3R1
PHLPP2	SLC9A3R2
PHLPP2	SNX27
PHLPP2	USP1
PHLPP2	USP12
PHLPP2	USP46
PHLPP2	VAT1
PHLPP2	WDR20
PHLPP2	WDR48
PPM1G	USP7
PPM1H	YWHAB
PPM1K	BCKDHA
PPM1K	BCKDHB
PPM1K	DBT
PPP1CA	C20orf27
PPP1CA	CASC5
PPP1CA	CCDC85C
PPP1CA	CD2BP2
PPP1CA	EIF2AK4
PPP1CA	ERBB2IP
PPP1CA	GSK3B
PPP1CA	KIF18A
PPP1CA	LRRC1
PPP1CA	MKI67
PPP1CA	PEAK1
PPP1CA	PIH1D1
PPP1CA	PLCL2
PPP1CA	POLR2E
PPP1CA	PPP1R10
PPP1CA	PPP1R11
PPP1CA	PPP1R13B
PPP1CA	PPP1R13L
PPP1CA	PPP1R18
PPP1CA	PPP1R2
PPP1CA	PPP1R37
PPP1CA	PPP1R3D
PPP1CA	PPP1R7
PPP1CA	PPP1R8
PPP1CA	PPP1R9A
PPP1CA	PPP1R9B
PPP1CA	RIF1
PPP1CA	RPAP3
PPP1CA	SCRIB
PPP1CA	SHOC2
PPP1CA	TOX4
PPP1CA	TP53BP2
PPP1CA	TPRN
PPP1CA	URI1
PPP1CA	UXT
PPP1CA	WBP11
PPP1CA	WDR82
PPP1CA	WDR92
PPP1CA	YLPM1
PPP1CA	ZFYVE16
PPP1CA	ZFYVE9
PPP1CB	PPP1R10
PPP1CB	PPP1R11
PPP1CB	PPP1R12B
PPP1CB	PPP1R12C
PPP1CB	PPP1R13B
PPP1CB	PPP1R13L
PPP1CB	PPP1R2
PPP1CB	PPP1R7
PPP1CB	PPP1R8
PPP1CB	RAI14
PPP1CB	SH2D4A
PPP1CB	TOX4
PPP1CB	TP53BP2
PPP1CB	TRIOBP
PPP1CB	WDR82
PPP1CB	YLPM1
PPP1CC	CASC5
PPP1CC	CCDC85C
PPP1CC	CD2BP2
PPP1CC	CDCA2
PPP1CC	EIF2AK4
PPP1CC	ERBB2IP
PPP1CC	LRRC1
PPP1CC	MKI67
PPP1CC	PEAK1
PPP1CC	PLCL2
PPP1CC	PPP1R10
PPP1CC	PPP1R11
PPP1CC	PPP1R13B
PPP1CC	PPP1R13L
PPP1CC	PPP1R18
PPP1CC	PPP1R2
PPP1CC	PPP1R7
PPP1CC	PPP1R8
PPP1CC	PPP1R9A
PPP1CC	PPP1R9B
PPP1CC	RIF1
PPP1CC	RRP1B
PPP1CC	SCRIB
PPP1CC	SHOC2
PPP1CC	TP53BP2
PPP1CC	TPRN
PPP1CC	UXT
PPP1CC	WBP11
PPP1CC	WDR82
PPP1CC	YLPM1
PPP1CC	ZFYVE16
PPP1CC	ZFYVE9
PPP2CA	ANKLE2
PPP2CA	CCDC6
PPP2CA	FECH
PPP2CA	IGBP1
PPP2CA	PPFIA1
PPP2CA	PPFIA3
PPP2CA	PPME1
PPP2CA	PPP2R1A
PPP2CA	PPP2R2A
PPP2CA	PPP2R2D
PPP2CA	PPP2R3B
PPP2CA	PPP2R5A
PPP2CA	PPP2R5B
PPP2CA	PPP2R5C
PPP2CA	PPP2R5D
PPP2CA	PPP2R5E
PPP2CA	PPP4R1
PPP2CA	SGOL1
PPP2CB	ANKLE2
PPP2CB	CCDC6
PPP2CB	FECH
PPP2CB	FOXC1
PPP2CB	IGBP1
PPP2CB	PPFIA1
PPP2CB	PPFIA3
PPP2CB	PPME1
PPP2CB	PPP2CA
PPP2CB	PPP2R1A
PPP2CB	PPP2R2A
PPP2CB	PPP2R2D
PPP2CB	PPP2R3B
PPP2CB	PPP2R5A
PPP2CB	PPP2R5C
PPP2CB	PPP2R5D
PPP2CB	PPP2R5E
PPP2CB	PPP4C
PPP2CB	PPP4R1
PPP2CB	TIPRL
PPP3CA	C6orf211
PPP3CA	PPP3R1
PPP3CA	RCAN1
PPP3CB	RCAN1
PPP3CB	RCAN3
PPP3CC	PPP3R1
PPP3CC	RCAN1
PPP3CC	RCAN3
PPP4C	CCDC6
PPP4C	DHX38
PPP4C	IGBP1
PPP4C	PPP2R1A
PPP4C	PPP2R5D
PPP4C	PPP4R1
PPP4C	PPP4R2
PPP4C	PPP4R4
PPP4C	SMEK1
PPP4C	SMEK2
PPP4C	TIPRL
PPP5C	HSP90AA1
PPP5C	HSP90AB1
PPP6C	ANKRD28
PPP6C	ANKRD52
PPP6C	ARHGEF2
PPP6C	IGBP1
PPP6C	PPP6R1
PPP6C	PPP6R2
PPP6C	PPP6R3
PPP6C	TIPRL
PTP4A1	CNNM3
PTP4A1	CNNM4
PTP4A2	CNNM4
PTPDC1	PPP2CA
PTPDC1	PPP2R2A
PTPDC1	PPP2R2D
PTPDC1	YWHAQ
PTPN1	GOLIM4
PTPN1	RNF213
PTPN12	PSTPIP2
PTPN12	SHC1
PTPN14	PDLIM7
PTPN18	PSTPIP2
PTPN2	KPNA1
PTPN2	KPNA6
PTPN2	PSMC1
PTPN20B	PTPN20B
PTPN21	TRIP6
PTPN21	WWC2
PTPN22	PSTPIP2
PTPN23	CLTC
PTPN3	ACOT8
PTPN3	KCTD3
PTPN3	SHKBP1
PTPN3	SLC1A5
PTPN3	VANGL1
PTPN3	YWHAB
PTPN3	YWHAE
PTPN3	YWHAG
PTPN3	YWHAH
PTPN3	YWHAQ
PTPN3	YWHAZ
PTPN4	YWHAG
PTPN4	YWHAH
PTPN4	YWHAQ
PTPN4	YWHAZ
PTPN5	MAPK1
PTPN5	MAPK3
PTPN7	MAPK1
PTPN7	MAPK14
PTPN7	MAPK3
PTPN9	LZTR1
PTPRA	GRB2
PTPRA	PTPRE
PTPRE	CSE1L
PTPRE	GRB2
PTPRE	SAAL1
PTPRE	XPO1
PTPRE	XPO4
PTPRR	DHPS
PTPRR	MAPK1
PTPRR	MAPK14
PTPRR	MAPK3
PTPRR	PNMA2
PTPRR	TRIM11
RNGTT	POLR2B
RNGTT	POLR2C
RNGTT	POLR2D
RNGTT	POLR2E
RNGTT	PPP4C
RNGTT	PPP4R2
RNGTT	SMEK1
RNGTT	SUPT5H
SBF1	MTMR1
SBF1	MTMR2
SBF2	MTMR1
SBF2	MTMR2
SBF2	SBF1
SSU72	CSTF2
SSU72	SYMPK
STYX	FBXL12
STYX	KPNA1
STYX	SKP1
TAB1	MAP3K7
TAB1	TAB2
TAB1	TAB3
TENC1	CSK
TENC1	DMD
TENC1	FAM175B
TENC1	SNTB2
TENC1	UTRN
TPTE	FANCD2
TPTE2	HAUS1
UBLCP1	PSMD2
CDC25A	FBXW11
CDC25A	CDK2
CDC25A	CCNB1
CDC25A	CCNA1
CDC25A	CUL1
CDC25A	CHEK1
CDC25A	SKP1
CDC25A	YWHAB
CDC25A	YWHAZ
CDC25B	FBXW11
CDC25B	YWHAH
CDC25B	YWHAG
CDC25B	YWHAB
CDC25B	YWHAZ
CDC25B	YWHAE
CDC25C	YWHAH
CDC25C	SUFU
CDC25C	CDC37
CDC25C	YWHAG
DUSP1	MAPK14
DUSP1	MAPK1
DUSP16	MAPK9
DUSP16	MAPK8
DUSP16	MAPK14
DUSP2	MAPK1
DUSP22	SVIP
DUSP22	HRAS
DUSP22	RAP1A
DUSP4	MAPK3
DUSP4	MAPK1
DUSP4	MAPK14
DUSP6	MAPK3
DUSP6	MAPK1
DUSP8	MAPK9
DUSP8	MAPK8
DUSP9	MAPK14
DUSP9	MAPK3
DUSP9	MAPK11
DUSP9	MAPK1
