source	target
5522	5518
7015	10728
22820	1315
855404	853266
853455	855180
855821	852373
4841	6421
854444	852424
9564	5747
5663	1499
851394	854379
3091	4193
5469	9439
855505	851163
55257	55929
5873	84958
8517	8737
852740	854734
5588	3551
8648	6256
854748	851085
9126	10274
4193	4194
853355	855907
855821	850744
84333	6045
1108	9112
56341	3276
856559	851030
821718	839920
852424	851342
1432	1386
850504	850676
852549	850649
856218	853456
5704	5713
851440	855570
55250	8518
832196	832196
7341	8554
4297	8350
829597	825517
23481	55759
11140	1019
2175	2175
6880	6208
1786	29128
855463	852780
855077	854938
855789	856012
23291	9693
852664	852763
83737	10628
854933	852665
5516	80143
852728	850741
838501	818581
6118	6119
79101	9013
856738	855144
855184	852199
2539467	2541264
54165	8454
853723	856367
854786	853371
5252	23512
850998	852974
816394	816394
855478	855478
852688	854622
856723	853160
10728	3320
856129	855700
852549	851499
4841	4841
5713	5705
7486	7520
853219	851858
5687	5693
5894	3265
4214	6416
24148	10594
2512	2512
84333	26053
5914	8202
852200	856576
850598	854912
854353	855136
851632	856063
6502	207
5601	1386
7014	26277
9219	3065
11218	6606
991	29945
8452	55958
55294	688
2146	5928
850767	850973
856674	850620
835842	836259
856799	852376
850422	852060
9318	50813
1108	8350
852939	851431
1499	367
9318	8451
856019	856594
998	11135
835621	835621
2539497	2543382
7251	155030
856484	856058
856848	851984
23172	79184
2542615	2542438
852977	853715
10213	5717
817857	839300
825648	832179
155871	1025
852294	855356
25942	26959
675	79728
854444	856148
854465	851645
8518	55250
115708	51605
7067	5469
5682	5691
890	1028
851442	851415
902	1022
855515	852295
5499	57082
854980	854980
856891	853807
854680	851897
856918	850691
56852	56852
856267	852282
25	4193
37069	39203
851562	853364
1387	4609
51185	1642
5700	5708
998	8826
23326	8295
854791	854399
851742	852892
1977	1978
856321	856689
856731	850613
854827	851708
854418	855616
851957	855597
11117	66036
851967	852037
7322	64320
5531	151987
6009	5894
5685	5684
10782	10155
7099	114609
7316	5886
355	1616
80335	23067
79003	10403
851545	851623
2540362	2541916
851388	850397
329	8517
6615	8945
2146	8726
8648	5468
856731	853456
4217	7295
59007	269523
852974	854434
830	55604
3312	1080
2703390	7874
10095	10096
856604	856126
1017	245711
51010	56915
854034	854731
852071	851906
4615	114609
854158	854725
855613	856723
12566	12575
856305	855459
7157	23113
856360	855974
9958	7316
853997	852755
851666	850620
9070	5929
856360	856146
855530	852584
57154	4090
856576	855741
23054	5929
7409	2885
850598	851032
2033	8290
1019	896
855965	853851
29945	8697
852373	856499
3320	7157
851000	851061
1387	1386
856103	852977
854382	851404
856559	850826
853712	852880
988	6421
854247	850297
850818	856571
4193	4691
854353	850580
854497	855281
7332	7337
