Entrez Gene Interactor A	Entrez Gene Interactor B
5708	134510
55072	90268
55072	10616
90268	55072
90268	10616
1856	90268
90268	1856
8915	8517
8915	10892
8915	84433
10892	8915
10987	150678
150678	10987
150678	8454
150678	8452
4193	7157
4193	6135
54739	55905
55905	54739
9817	4780
54778	6613
7334	54778
355	8772
355	355
154	2782
154	2783
154	59345
6788	11186
154	267
154	6048
331	8767
64127	55072
64127	10616
64127	81858
331	56616
9531	7534
9531	64422
9531	3308
9531	5689
9531	5598
9531	3297
9531	9531
7534	9531
64422	9531
3308	9531
5689	9531
5598	9531
3297	9531
5289	3303
3303	5289
5289	10155
8517	7316
23118	7316
25862	8607
25862	5705
867	1956
6464	1956
2885	1956
4149	4609
10133	81631
7157	4193
7157	8312
8312	7157
4193	7157
28996	8312
28996	4193
51592	7329
4088	4089
4087	4089
4087	51592
51592	4089
51257	1080
4899	1457
8507	4780
4780	8507
81573	5729
1020	5468
2149	857
857	2149
8678	596
596	8678
2740	197322
2740	1173
2740	51107
2740	333
2740	57130
2740	533
2740	51637
2740	497661
2740	84418
2740	23066
2740	975
2740	51286
2740	3426
2740	64834
2740	10961
2740	2222
2740	9568
2740	2861
2740	3249
2740	10410
2740	84975
2740	29093
2740	4637
2740	64710
2740	79957
2740	54681
2740	54872
2740	121260
2740	1318
2740	50861
2740	30968
2740	55530
2740	9143
2740	10430
2740	27075
8767	246330
246330	8767
5265	79139
5265	51009
84447	79139
84447	51009
84447	9709
84447	6400
51009	79139
51009	84447
51009	6400
51009	55829
51009	7415
51009	10956
6400	84447
6400	51009
6400	10956
6400	79139
51009	267
867	1956
57531	5879
10015	128866
65018	23098
23098	65018
9804	65018
2033	3091
2033	7157
324	1499
10297	1499
10628	11319
11319	10628
4193	7157
8452	11275
8452	26249
11275	65125
26249	65125
26249	65268
11275	65267
26249	65267
11275	65266
26249	65266
6224	4193
4193	6224
3920	3091
8650	7157
6502	1869
6502	6500
6502	8454
6502	4297
7184	4300
7994	5371
7994	7157
3396	11222
3396	6182
3396	7818
3396	28973
8678	4170
4170	8678
4170	5366
8678	598
51552	80223
80223	51552
2118	6794
3757	3320
3757	10273
80152	10987
10987	80152
10987	387103
387103	10987
2873	10987
10987	2873
10987	1017
3604	7186
7411	7428
4438	7411
7411	4438
26260	2002
2002	26260
8409	7428
7428	8409
7428	367
8409	367
367	7428
5071	25793
25793	65018
136371	3303
493829	7328
7328	493829
5970	10419
10419	5970
672	56852
672	6117
672	545
672	11073
56852	672
7957	378884
3320	3297
3320	10013
23586	84282
23586	7706
7189	2475
7189	8878
2475	57521
51247	26986
26986	51247
8945	10018
10018	8945
6850	7189
3093	7157
7157	3093
57154	8312
4092	57154
8312	1499
8312	2931
8312	2932
8312	4040
2177	5429
5429	2177
5429	5111
10616	63943
63943	3320
63943	10616
2099	3320
2099	10616
10616	2099
3320	2099
3320	63943
8454	23450
8454	23066
8454	6500
8454	6502
23450	8454
8453	23450
8452	23450
7316	613
7316	25
2885	25
1956	867
581	596
8678	596
8878	5590
23197	57104
51099	57104
1956	160
1956	57650
57650	1956
596	8678
10533	2308
5970	4790
5970	2033
25942	6774
11337	225689
23710	225689
225689	81631
2876	8991
983	8878
8878	5590
8878	7189
983	891
6943	6929
6943	6925
6943	6938
6929	6943
6925	6943
6938	6943
10564	57104
8729	57104
9266	57104
902	1488
501	2059
672	3329
636	6774
843	8780
900	10318
1642	6772
1891	6774
378	25898
2643	7534
408	27232
3725	3838
4005	5970
4615	8405
6256	6772
6717	6774
6774	6822
10240	6774
10295	6774
11151	6774
26354	6774
55753	6774
9759	57409
9063	80230
1398	5775
1912	5347
2624	4089
2961	4163
3164	6774
3661	6449
3663	6449
8517	3856
4615	4088
5106	4088
4088	8878
4089	7329
4615	6477
4615	7874
8481	5347
5371	5684
5602	5970
9817	5970
9815	7185
9815	7247
9815	8517
5347	10010
1029	10522
1029	23424
9815	10318
23118	7704
54776	4088
55072	4088
4088	80149
4088	81628
2932	161882
85409	25898
29950	80854
1029	79174
7534	51776
9252	51776
1487	57215
8517	3875
1487	55363
1029	3192
4615	7295
602	1488
54206	2885
1616	8405
29072	4088
25934	8626
823	6774
79710	6774
51390	25898
1244	4790
1488	5629
1488	23645
1488	9580
1647	4925
1647	51100
8646	4088
6203	6774
23710	8987
7048	8829
7046	8829
10257	81609
81609	10257
26523	27161
26523	5430
27161	26523
5430	26523
6915	134430
6915	2776
134430	6915
156	2776
367	10728
5216	2099
5920	5730
5730	5920
23118	23387
23118	150094
6885	23387
6885	23118
6885	150094
7189	23118
7128	7128
7128	7186
26272	7013
26272	6500
595	26272
991	996
991	891
7415	7353
7415	55666
7415	267
55611	4087
55611	4088
55611	4089
55611	7321
55611	7334
5347	701
5347	84861
7157	152006
5468	7874
3312	1080
10273	3312
10062	580
29128	7874
51676	6923
51676	6921
51676	8065
51676	9616
10987	7297
7297	10987
3091	7428
3091	112399
3065	3091
3091	3065
2885	1956
2885	5295
2885	5781
2885	6464
2885	8471
10783	5971
8878	84557
8878	7316
8878	8878
8878	9817
9817	8878
9817	4780
5728	7874
5728	4734
5728	11060
51667	7415
10013	7316
7316	10013
4780	9817
7334	5071
7334	10273
5933	1869
2146	64219
23710	1856
23710	8878
1856	8878
8678	5289
100287171	8678
8678	100287171
8678	55626
51343	8900
51343	996
8945	51343
6502	51343
51343	5347
51343	8945
6657	51343
64210	51647
64210	9391
330	8737
7186	8737
7186	1956
329	8737
8772	8737
841	8737
1956	1956
8772	841
367	219333
29110	29110
50943	10273
10273	50943
51548	10273
10273	51548
6921	6923
10133	7037
201475	10133
9372	4087
7046	4087
8626	7157
7157	4087
7157	4088
857	7415
5743	857
857	5743
23435	3187
23435	26986
2033	5468
2033	1385
2033	672
6714	1956
2033	1385
9844	1793
6714	7099
7099	6714
1021	1030
1019	1030
8445	8798
2353	3725
6732	10921
6732	54487
6732	91746
6733	91746
9125	207
9125	2887
9125	1956
9125	64599
9125	26058
64599	2887
26058	2887
26234	51647
26234	64210
54850	6815
222235	1069
144699	23405
64839	51684
64839	65986
64839	571
64839	6500
64839	8454
6667	2305
7157	7157
7157	4193
57506	7187
81631	664
1051	1958
1958	1051
5739	79849
6733	9584
6733	11338
6733	9188
6733	55692
1859	5933
1859	5925
1859	84445
1859	10024
9149	5933
9149	5925
9149	84445
9149	10024
6915	2767
253260	672
6915	14
3396	11222
3396	6182
3396	64968
3396	7818
23107	3396
23107	7818
10014	7531
5739	5174
5729	81573
56413	10048
1385	1390
6915	3778
3778	6915
5739	8766
6915	8766
5739	5868
5071	9868
5071	3098
5071	5708
5071	11047
5071	5710
6915	3778
4193	10572
331	10572
6915	5585
267	154
51528	5702
26190	8454
26259	8454
26224	8454
26234	8454
26272	8454
26263	8454
55030	8454
7871	6789
7871	6788
55233	5537
92597	5537
92597	55291
92597	6789
5499	10413
4193	7157
7157	4193
55971	2059
171546	79143
83737	154796
10413	154796
165918	23028
23028	165918
23028	23186
22994	57534
57534	5108
9260	10987
10987	9260
8915	10892
153769	10298
10298	153769
7132	8717
7132	8737
7415	4792
7415	8945
7353	55666
7353	7415
4792	5970
4792	7415
11073	641
641	11073
641	57534
7534	120892
7531	120892
7533	120892
7529	120892
7532	120892
7534	4140
7531	4140
7533	4140
7529	4140
7532	4140
10273	3320
10273	3303
25842	8290
25842	3020
55723	8290
55723	3020
3020	7290
3020	1616
5595	7157
5743	7157
5743	2033
7157	5743
7157	2033
7157	5595
84133	55366
84133	284654
8925	6662
6662	8925
57520	51343
23046	10612
80019	7323
23001	8878
4097	142
4097	4780
142	4097
7329	7187
7187	7329
7157	4193
10425	7332
10425	8065
8065	10425
8065	6921
8065	6923
8453	6921
8453	6923
8065	9616
25820	8454
10048	7046
7046	10048
10048	7189
7046	7189
25898	3199
5684	3199
5690	3199
5708	9690
8878	841
841	8878
118611	7157
7157	4193
4015	30011
4015	23607
30011	867
2260	6197
6197	2260
100271849	23523
26224	1407
26224	8454
6502	8454
26224	6500
6502	6500
6502	1027
55294	4851
79791	595
26224	1408
7408	10971
4869	10971
7249	10971
5071	10128
5071	9868
23741	55795
23741	2033
23741	1387
284654	55366
10454	6885
898	22836
22836	898
22836	8452
22836	9978
8452	22836
8452	9978
7316	55054
9821	55054
57154	28951
28951	57154
3320	9970
4780	9817
56893	2697
2697	56893
56893	5708
5710	5708
5710	56893
8878	10013
10013	8878
6790	4193
5295	867
5295	2057
4609	6502
7415	5710
331	4193
4193	331
9817	4779
9817	8452
9817	9978
9817	3320
9817	192111
9817	3551
7157	55593
55593	7157
10193	2011
7128	7157
7157	7128
114609	7189
6615	26234
26234	6615
6615	26524
51366	3476
5515	3476
84259	55832
84259	8454
84259	8453
84259	8452
84259	9978
54165	55832
54165	8454
54165	8453
54165	8452
54165	9978
84259	9040
79892	4175
79892	7874
79892	4172
2735	10116
4790	5970
5970	4790
9025	221037
9025	9656
23197	29978
29978	23197
207	79960
79960	207
545	1111
10399	53635
53635	6194
10211	9212
10211	3619
9212	3619
9212	10211
9212	55143
9212	332
5429	5111
5111	5429
10910	11243
2033	3725
3725	2033
5730	5729
80198	146956
6280	6280
6279	6279
10273	7189
22954	84662
390	6502
331	330
330	331
7852	83737
55223	4088
4088	55223
4089	51592
9532	65018
26994	9372
26994	10254
26994	2060
8517	80149
4734	9693
2305	51343
51185	10320
51185	22806
10320	51185
7157	4193
9666	6310
84206	10073
23032	5898
23032	5899
5899	55770
5899	149371
55770	149371
55770	5899
8678	55770
55770	8678
3091	7428
7428	3091
23118	10475
10475	23118
8737	7186
8737	6885
7189	3654
7189	6885
7251	51271
51160	51271
51271	7251
51271	137492
93343	7251
93343	79720
137492	51271
64326	10575
8945	7415
126282	54461
54461	126282
8945	2146
8945	23512
8945	1499
8945	6500
2146	8945
2146	23512
7013	11338
11338	7013
7013	26272
3638	3156
4193	26155
26155	4193
4193	7157
8349	9958
9958	9810
9958	9733
9733	9958
7874	25
7979	5709
7979	55795
4734	4193
50944	50944
10188	998
10188	1956
55054	10188
10188	8878
367	8405
8405	367
3191	3609
3191	3181
3609	3191
3181	3191
4734	57561
126282	54461
54461	126282
54461	7249
7428	3191
7428	3181
3191	7428
10075	4595
55294	898
55294	55294
55294	6720
1499	4751
8945	1499
1499	8945
5468	4582
10293	5429
5429	10293
1856	8878
6047	5371
664	596
596	664
8678	596
596	8678
6240	6045
6240	648
23624	9260
9260	23624
23624	5979
8737	841
8737	8772
5979	9260
5979	23624
6502	367
7428	51588
51588	7428
7277	23295
23295	7277
7415	84447
65018	9532
57650	10273
10273	57650
23291	5978
23291	27250
23291	8454
23291	6500
23291	1499
23291	7023
8945	7023
51176	6776
51176	26502
26502	51176
27005	23586
23586	27005
8517	8878
7189	8517
53944	5970
5970	53944
5970	8453
4582	5468
6118	27339
27339	6118
51741	2066
8379	991
8379	4085
991	4085
991	701
11346	4690
11346	8440
7454	4690
7454	8440
4690	867
8440	867
867	4690
867	8440
51741	1855
130617	7415
130617	55666
130617	23197
7189	207
207	7189
5290	207
389421	131405
131405	389421
10013	135892
988	6950
27339	11336
51741	83737
51741	154796
8856	51366
8856	1642
8856	5931
8856	8445
8027	9146
7157	10277
10277	4193
4193	10277
367	7428
367	9604
7508	4193
7508	5886
7508	5887
2178	2175
2178	2189
2178	2176
2178	2177
2178	57697
3661	3661
7187	57506
57506	340061
7187	340061
7187	29110
340061	29110
340061	3661
55611	7157
81620	5111
51185	22806
51185	10320
7128	100506658
6876	5293
57695	7316
2078	8239
9232	8454
11198	56254
11198	54623
56254	11198
5682	10213
5682	5710
5682	11047
5720	5682
5720	10213
10299	6713
774	7332
81631	7332
1499	8945
8945	2932
2932	8312
51130	140459
140460	51666
51666	8451
51666	8065
140456	6184
396	998
998	329
998	7186
998	396
7415	9024
9024	7415
7874	5728
9101	5728
9100	5728
8975	5728
7316	11060
11060	11060
23586	9960
64135	9960
23221	3320
7415	55432
55432	7415
57663	63967
7706	9958
9958	7706
4193	3659
754	7157
7157	7319
10273	7189
7189	10273
91445	1856
1856	91445
8312	57154
672	580
4194	9099
4194	7157
9099	4194
4194	596
56852	7319
57154	4089
9618	64750
84875	5111
5111	84875
7046	6885
7046	64750
64750	9618
7046	9958
8517	1147
8517	3551
7532	4194
2065	4734
4734	2065
9695	8878
54675	65018
8314	3054
8314	63893
8314	8473
6047	6047
80263	10399
10399	80263
22890	9219
22890	10155
79654	841
841	79654
64750	57506
57506	64750
10399	5579
5579	10399
4921	868
51426	4436
3308	5036
10273	5036
90268	55072
90268	10616
81858	55072
81858	10616
7124	55072
7124	7132
7124	8737
4868	821
821	4868
5914	1869
8743	841
4734	902
902	4734
51547	1642
7157	4193
9730	1642
4088	2305
51592	4089
4088	4089
4089	51592
4088	51592
7327	7327
8924	7157
7157	8924
996	51343
729873	203068
203068	729873
1956	867
1956	10273
10273	1956
1969	867
10869	3320
3320	10869
377630	3014
6503	1969
1969	6503
6503	9354
9354	6503
7337	406
406	7337
11184	5531
11184	11184
3398	51666
51666	3398
9711	55763
22863	55763
60412	55770
60412	23265
55770	8678
55770	5898
55770	5899
149371	5899
149371	60412
5224	4193
4193	5224
55770	60412
10928	5899
5899	149371
5899	55770
84447	6400
84447	51009
8408	8678
149371	8408
23493	23462
23462	23493
6400	84447
6400	51009
84447	84447
3006	8451
3006	54623
3006	5430
54623	5430
4193	3337
4193	7157
3337	4193
1642	50717
54708	55669
55669	54708
3925	51132
80149	9100
9100	80149
9100	8517
8517	9100
1855	1856
1856	1857
329	23241
330	23241
7428	9141
688	55294
8945	64750
55366	84133
55366	8826
7321	64750
8826	55366
7187	148022
9817	9817
9817	8452
2033	1649
9817	4780
9817	9748
9817	139285
9817	4172
9817	10072
9817	3551
9817	8878
130617	7917
5641	7189
7189	5641
55072	90268
90268	10616
90268	55072
90268	81858
3757	23327
5216	10273
5599	6198
6198	5599
7189	51177
114088	114088
114088	6616
4170	581
142	29128
29128	1786
219771	5218
6400	84447
6400	10956
6400	27248
472	8915
7334	9025
7334	165918
1029	26354
1029	4193
1029	9320
4869	1029
26354	1029
4193	26354
1499	284252
284252	1499
3661	3661
7187	55611
55593	7187
9641	7187
5715	3178
3178	5715
3178	1147
1147	3178
5715	5706
5692	5686
5692	5705
8945	5978
5978	8945
8678	596
8678	5289
8678	30849
8678	55626
8678	22863
104	55299
26523	10273
27161	150472
27161	3476
27161	9922
27161	55621
27161	10238
114818	10273
79727	55299
79727	11103
79727	51808
6895	55621
23112	9546
23112	10498
23112	1445
23567	51808
6732	29102
115098	104
10969	104
9049	26523
23178	26523
22870	26523
114818	27161
4440	27161
23178	27161
27161	79596
2079	54487
3276	54487
8480	54487
29997	3692
3692	10940
3692	90441
55720	117246
11052	9513
22980	114928
50809	79727
4686	79727
23029	79727
55720	79727
1457	10940
23029	10940
115098	8575
79009	8575
23029	8575
79009	6895
50809	6895
55720	6895
55341	90441
201292	27327
27327	201292
9891	4659
9891	8945
9891	6500
9891	5500
9891	23291
23291	9891
8945	9891
23291	81788
8945	81788
27252	79585
79585	2060
151636	83737
151636	151636
9146	8027
8027	9146
8877	330
330	7189
330	7186
7189	330
330	8877
3659	330
154	10399
154	3753
154	409
26234	8924
8924	26234
26234	6500
26234	8454
2138	2932
2138	55294
8517	3654
8517	8737
7132	7186
8717	8737
7186	8737
23118	3654
23118	7189
7189	3654
51135	3654
51135	4615
3556	3654
3556	3554
3554	3654
3554	4615
4780	9817
9463	2861
7041	23624
7041	3315
4091	8237
4091	9958
4092	8237
9958	7046
9958	657
9958	4091
64750	7528
7528	64750
2821	267
4233	26018
9146	26018
1499	999
999	1499
1499	6925
8517	7874
4086	57154
7874	5925
5925	7874
57154	9040
8805	51592
8805	7157
7979	7415
7979	5701
7979	7337
7979	23352
7979	9690
7979	51255
7316	5728
7704	2033
2033	7704
639	3065
639	3066
639	10419
639	10919
991	996
8945	6500
55294	6500
4193	8454
23435	10477
23435	9101
9101	23435
7704	9611
7704	9612
7704	25942
7704	3065
7704	8841
59286	9092
9092	59286
6780	6194
7157	51701
7157	4193
51701	7157
6015	6615
6045	6615
5071	8678
5071	55626
2931	4077
2932	4077
6310	6310
3064	83737
83737	3064
9097	5708
9097	2081
2175	2189
2175	199990
2188	57697
151636	83666
83666	142
83666	151636
151636	6772
2874	6907
2874	9612
2874	8841
3805	7189
7189	3805
1191	3309
5347	672
79866	672
836	1410
840	1410
836	331
840	331
841	331
842	331
5347	79866
9924	255967
11124	9218
11124	9217
11124	7415
9218	11124
9217	11124
11124	7316
9217	439
9217	7917
81631	23192
81631	10533
439	9217
11124	439
439	7917
439	11124
11124	6185
9217	6185
9217	22930
9217	25782
9217	54521
22930	25782
54521	9217
9218	22930
9218	54521
81631	64422
8878	81631
10155	23468
23468	10155
23468	8290
79084	367
4086	79084
4086	367
367	367
367	4110
367	2033
80124	7415
5829	6868
6188	7186
7186	6188
6188	5970
6188	4790
10048	10048
9817	4780
9641	7316
9131	7917
5800	7429
5800	6708
5800	7415
860	10013
863	10009
6927	9604
9604	6927
6925	1499
1499	6925
3308	3091
3091	3320
3091	10399
7189	3091
3091	7189
23764	4780
4097	4780
7975	4780
8085	7403
8085	9070
8085	5929
8085	11091
2146	23512
2146	8726
2146	672
672	2146
80232	2782
57506	7189
7187	57506
57506	7187
7189	57506
6790	2932
2932	6790
57448	56616
546	4683
5582	57610
672	7520
7520	672
8517	1147
8517	3551
8517	8517
2268	8517
6714	8517
7428	6790
3659	2033
3659	8850
7415	5515
7415	5518
1874	5934
10488	10987
10987	10488
10488	3054
59348	10155
59348	672
54331	2784
2787	2784
94235	2784
2790	2784
55970	2784
55072	81858
10616	81858
55072	10616
10616	55072
8517	5531
81858	10616
81858	55072
10868	5884
10513	351
351	6418
9759	10971
10014	10971
23197	3638
23197	23197
5371	546
5371	1616
5371	3020
5371	7290
7014	84464
84464	7014
84464	2072
84464	80198
1191	3309
1191	7184
1191	10525
7014	84464
2072	84464
80198	84464
548593	84464
79008	84464
8514	3741
3741	8514
4193	7157
3104	2033
3104	51341
51341	3104
54931	2926
138151	3066
138151	9112
138151	9219
138151	1108
3066	138151
9112	138151
9219	138151
1108	138151
79444	836
55054	9821
9821	55054
112399	8878
10376	10013
1050	5914
1050	7704
1050	3065
11160	10613
11160	22937
11160	3638
672	84142
672	5932
672	580
1643	7508
10625	3190
10625	4670
10625	3191
10625	3192
10625	1660
10625	3609
10625	11100
10625	5430
3751	1804
3751	30818
30818	3751
10273	3308
2021	3308
7187	8767
8767	7187
6780	1660
6780	6130
6780	1915
6780	26986
6780	5976
6780	65109
6780	6059
6780	10642
6780	23435
6780	7514
7514	6780
6059	6780
10642	6780
23435	6780
3184	6780
27161	1994
84893	6117
84893	6118
84893	6119
84893	8454
899	8454
26232	8454
26272	8454
26267	8454
80204	8454
79791	8454
7157	2033
7157	4193
94121	4218
4218	94121
1956	867
9610	10254
7468	3065
9817	7514
7514	9817
8452	9817
4780	9817
9978	9817
9817	8452
9817	4780
9817	9978
51592	9557
53335	7026
53335	7101
53335	10002
25793	9500
9500	25793
9500	331
1410	11218
6608	4734
4193	7157
7157	4193
8315	10363
10048	10987
10987	10048
10987	351
50855	84292
84612	84292
84552	84292
84612	92359
84292	84612
84292	92359
92359	84612
998	84612
84612	998
5584	84612
4869	2000
1861	163590
1861	821
1861	26092
26092	1861
163590	1861
57787	4957
835	8738
55367	8738
836	1410
840	1410
5970	6774
6606	1314
7994	8189
4297	8189
8189	7994
7189	6885
7189	23118
7189	128178
128178	7189
7189	7189
653121	7157
7157	653121
2033	653121
653121	2033
7428	1869
1869	7428
1869	23411
8850	1869
8850	7428
2033	1869
2033	7428
672	580
672	79728
672	675
672	5932
672	51720
8660	5295
3667	5295
5770	64326
64326	5770
3054	8314
8314	3054
1780	23299
1778	23299
1778	1639
1778	1780
1780	1639
51143	1780
322	351
10540	23299
10540	1639
5663	11160
23385	11160
51107	11160
55851	11160
7157	1616
7157	1786
1616	7157
1616	1786
1786	7157
1786	1616
11186	1616
11186	4193
4193	1616
4193	11186
1616	4193
207	331
331	207
6597	672
6597	5925
23387	7534
1786	1108
1786	3065
1786	3066
1786	9112
1786	9219
1108	1786
3065	1786
3066	1786
9112	1786
9219	1786
1789	1108
1789	3065
1789	3066
9528	55054
55054	9528
55054	64127
7157	4193
58160	11091
11091	58160
10419	11091
58160	10419
11091	8085
11091	3065
51647	9391
84191	9391
9391	51647
9391	84191
84191	3658
51647	5424
51647	2068
51647	64210
9391	9557
9391	2068
9391	64210
9391	3658
1499	10987
1499	6477
10987	1499
11160	267
11160	22937
11160	3638
10613	11160
8260	5721
154796	60
154796	10413
23411	10197
10197	23411
10197	10197
4299	22936
4299	4298
4299	10614
4299	1025
51574	1025
10614	1025
4299	904
51574	904
10614	904
10614	4299
51574	10614
10614	51574
1025	10614
1025	51574
1025	4299
1025	56257
1025	904
23476	904
23476	4299
23476	1025
11140	207
10013	5595
10013	5594
4193	4193
7157	23598
26013	7415
648	7157
23235	7415
7415	3064
7415	6314
7415	6310
7415	367
83932	5424
83932	5425
83932	10714
10714	51455
51455	10714
3638	22937
10133	79735
79735	4218
4218	7037
2099	2099
89796	7204
7204	89796
22919	89796
7204	5879
57521	2475
57521	57521
57521	64223
7186	153090
8517	8517
5371	1956
1956	5371
4137	64844
5371	5598
5371	7157
5598	5371
7157	5371
5371	4193
4193	5371
57448	56616
890	983
890	1017
890	1019
1017	890
8766	10133
9230	10133
57111	10133
154796	10413
5689	1027
1027	5689
5689	5688
7186	9618
9618	7186
25	26524
7157	6667
3090	6774
6774	3090
8878	81631
8878	11345
8878	11337
10189	57187
10189	7919
29922	7283
29922	10844
29922	10426
3959	10426
10426	3959
3959	10916
11190	3959
10189	84321
57187	10189
57187	7919
57187	84321
7919	10189
7919	57187
7919	84321
1191	581
4297	5929
8085	5929
7428	3091
3091	7428
7428	6950
672	29789
7283	29789
29789	7283
29789	672
29789	580
672	580
580	29789
7157	4193
7157	4194
4194	4193
4194	7157
580	672
4296	3320
4296	10273
2475	2782
2782	2475
51438	10771
10771	51438
25939	890
25939	6502
25939	983
25939	1017
10189	8563
10189	4686
57187	4686
7919	4686
79728	672
79728	675
79728	5888
79728	10933
79728	3183
57187	8563
57187	9984
57187	80145
84321	8563
84321	57187
84321	10189
84321	4686
5468	23054
2873	9318
2873	8533
2873	51138
2873	10987
2873	10980
2873	50813
2873	10920
7874	7508
7508	7874
8452	2331
999	4193
54971	4193
8452	53339
54971	3065
27033	2331
672	5499
5824	8504
4077	8878
8678	5289
8678	22863
22863	5289
7405	5289
9711	5289
8678	9711
10746	331
10746	5607
5598	5607
3661	3661
200933	5074
5074	200933
200933	6500
200933	23077
6657	80854
2932	6591
6591	2932
10273	6591
6591	10273
1111	1642
55128	10342
10342	55128
4613	22954
22954	4613
2009	10381
6045	55626
8678	5289
6045	100287171
8864	7157
7157	8864
7157	4193
84557	8878
10188	23327
10188	4734
54541	5071
5071	54541
331	840
64326	8451
64326	55070
64326	1642
64326	2119
64326	3725
64326	2114
2114	64326
8945	7074
7074	8945
701	996
701	991
701	9184
701	4085
701	9319
4085	701
4085	991
4085	9319
8379	4085
1452	7074
7186	25793
7124	7132
7124	7316
22992	5925
22992	1869
7124	7186
7124	8737
7124	8717
57337	23468
57337	10155
23468	10155
23468	57337
2697	2060
2697	10617
4703	131377
56203	131377
8036	10075
10075	8036
22808	8036
22808	5894
5894	8036
409	23032
991	4085
9700	9232
150684	5970
5111	10572
10572	5111
5111	6996
56852	10572
10572	56852
5111	56852
6996	51514
983	51720
10392	80196
51720	983
51720	84142
22930	9217
6804	9217
112755	9217
9100	7157
4193	7157
7157	9100
8408	83667
8878	83667
8878	8408
51548	207
207	51548
4193	51548
51548	4193
6498	51592
51592	7329
56852	257218
56852	6596
56852	56852
57221	11331
10325	64121
10325	57521
10325	2475
64121	10325
64121	57521
64121	2475
6009	57521
57521	64121
57521	10325
57521	2475
3480	6464
3480	2099
2099	5290
58528	57521
58528	10325
10325	58528
64121	10670
1058	8359
1058	8335
1058	3018
8878	9817
3020	546
3020	1616
3020	8359
598	5071
55970	2783
5071	598
6908	129685
10133	10133
545	7508
472	7508
10155	6047
6047	10155
6047	5371
8772	8717
57531	10133
10133	57531
10133	8878
1814	84196
7534	7249
1977	1978
10628	54541
7248	7249
7249	7248
5716	3308
5716	1192
5716	2926
5715	3178
51117	84274
84274	51117
7329	11244
11244	7329
154	57561
5598	4780
4780	5598
4205	10014
4205	51564
5598	5590
5451	4001
1647	5111
1647	51147
2475	1647
2475	6774
5729	5730
5730	3320
3320	5730
2882	3309
3309	2882
10728	3320
7329	5728
5663	7046
7046	5663
5663	7189
8678	5071
5071	8678
2736	8405
23239	219333
23239	57599
23239	91833
23035	219333
23035	57599
23035	91833
367	219333
2189	51720
2189	79184
2189	2175
996	991
10299	6713
7157	1831
1831	7157
1831	4193
7157	4193
7157	7316
51592	56919
56919	51592
2081	10273
2081	7186
114088	8945
114088	23291
8945	114088
23291	114088
8945	4792
26088	26994
991	996
92181	7317
92181	8078
8078	92181
81502	11236
25893	1778
25893	1780
3683	81858
55905	7128
7128	55905
8945	983
8945	1499
8945	891
983	8945
28996	26574
26574	28996
4193	26574
83593	8945
8945	83593
51514	7531
7531	51514
51514	80204
5111	51514
701	9184
9989	7186
1956	2066
1956	867
2066	2885
9616	4734
4734	9616
9616	8065
6478	112399
8452	26249
5728	81858
81858	5728
8945	8553
23291	8553
8553	8945
7157	10273
7157	3308
10273	7157
7157	9532
7157	8878
3308	7157
4287	8878
200933	1000
200933	6500
200933	1499
200933	23077
23077	200933
8945	8454
6502	8454
6468	8454
54461	8454
55294	8454
1000	200933
1000	1499
3801	55031
8945	8454
26234	8454
26234	79035
79035	26234
1200	26277
1200	7015
1200	25913
1200	80169
1200	79991
8517	472
8517	51588
1642	3065
1642	3066
1642	25942
8450	3065
8450	3066
8450	25942
8450	79595
8450	64426
3065	8450
3066	8450
25942	8450
79595	8450
64426	8450
3065	1642
3066	1642
25942	1642
4170	10075
7874	10075
7157	2033
7157	4193
5578	10616
9235	5581
9235	7704
9020	329
9020	7186
9020	7187
329	56616
329	9020
331	56616
2521	7415
7317	2521
5718	2521
6421	2521
2521	6421
6850	7189
10758	23765
7189	10758
10758	7189
1846	5595
1846	5599
5321	10938
1003	1499
843	9588
9588	843
9588	841
841	9588
3956	3265
3265	3956
9261	1655
1655	9261
7538	79899
79899	7538
253260	79899
2260	4734
4734	6714
3309	267
267	3309
57162	604
7913	8405
8405	8405
8405	8452
7157	23172
7157	4193
7874	23172
23172	7874
23172	7157
7157	7874
23172	29086
23172	9577
23172	79184
330	10456
10456	330
330	330
11274	6502
11274	9636
7157	4193
7157	54739
28996	7157
54739	7157
6478	28996
6478	54739
55905	54739
54739	6478
8878	8878
8878	7316
3064	8878
3064	3064
23197	4763
4763	23197
8452	8452
8065	8452
4686	84271
4686	1981
8655	55626
1780	8655
8678	55626
1956	29927
8517	1147
8517	3551
55182	7874
7874	55182
4609	57695
57695	4609
10848	7157
7157	10848
7508	5887
4193	5371
6135	5371
4193	9349
4193	6154
4193	6201
10952	6449
378708	201254
2175	378708
57697	378708
2175	201254
57697	201254
378708	641
378708	2175
378708	80233
378708	80010
378708	6117
378708	2189
378708	2178
378708	2176
378708	2188
378708	6118
378708	91442
201254	641
201254	2175
201254	80233
201254	80010
201254	6117
201254	2189
201254	2178
201254	2176
201254	2188
201254	6118
201254	91442
201254	57697
201254	55120
201254	378708
91442	57697
91442	378708
91442	201254
91442	2175
59286	9092
5970	8139
9025	8924
10600	8924
8924	10600
26100	55054
26100	9474
55054	9821
51741	472
51741	83737
5909	5347
5347	5909
5063	5879
329	5879
331	5879
4688	5879
388	5879
712	5879
255738	329
255738	7186
255738	56886
255738	9601
255738	3301
329	255738
1977	1981
1977	1978
