condition	gene_symbol
HPV11-E5B	ADAM9
HPV11-E5B	SCD
HPV11-E5B	ITGB1
HPV11-E5B	CSPG4
HPV11-E5B	COX2
HPV11-E5B	PTRF
HPV11-E5B	ALG1
HPV11-E5B	SLC3A2
HPV11-E5B	NIPSNAP1
HPV11-E5B	PSMC2
HPV11-E5B	PLOD1
HPV11-E5B	IGF2R
HPV11-E5B	PRKCDBP
HPV11-E5B	PDLIM7
HPV11-E5B	MMP14
HPV11-E5B	SGCD
HPV11-E5B	PHB2
HPV11-E5B	CDCP1
HPV11-E5B	RAB34
HPV11-E5B	MPZL1
HPV11-E5B	TBL2
HPV11-E5B	ACBD3
HPV11-E5B	ATP2A2
HPV11-E5B	SEC22B
HPV11-E5B	PSMC1
HPV11-E5B	PTK7
HPV11-E5B	MTCH2
HPV11-E5B	APOE
HPV11-E5B	PGRMC2
HPV11-E5B	PLXNB2
HPV11-E5B	GAS6
HPV11-E5B	LRRC8A
HPV11-E5B	PDGFRB
HPV11-E5B	FNDC3B
HPV11-E5B	GGT7
HPV11-E5B	LOX
HPV11-E5B	LAPTM4A
HPV11-E5B	TMEM165
HPV11-E5B	SPTLC2
HPV11-E5B	ABCA1
HPV11-E5B	SLC27A1
HPV11-E5B	CALR
HPV11-E5B	DNAJA1
HPV11-E5B	ATP1A1
HPV11-E5B	SEC11A
HPV11-E5B	COPG
HPV11-E5B	ZFPL1
HPV11-E5B	RPL13A
HPV11-E5B	SLC22A18
HPV11-E5B	TIMM50
HPV11-E5B	RFTN1
HPV11-E5B	CNTNAP1
HPV11-E5B	SLC27A3
HPV11-E5B	DNAJC11
HPV11-E5B	MEGF8
HPV11-E5B	AXL
HPV11-E5B	SLC30A7
HPV11-E5B	VAPA
HPV11-E5B	C20orf3
HPV11-E5B	USMG5
HPV11-E5B	TMEM30A
HPV11-E5B	FZD6
HPV11-E5B	TMEM158
HPV11-E5B	ATAD3A
HPV11-E5B	QPCTL
HPV11-E5B	PSMD1
HPV11-E5B	TMX3
HPV11-E5B	MXRA8
HPV11-E5B	TM9SF3
HPV11-E5B	SACM1L
HPV11-E5B	CHPF
HPV11-E5B	TM9SF1
HPV11-E5B	SLC38A10
HPV11-E5B	QSOX1
HPV11-E5B	RPS27
HPV11-E5B	MAVS
HPV11-E5B	PCYOX1
HPV11-E5B	ERLIN1
HPV11-E5B	SLC27A4
HPV11-E5B	C19orf6
HPV11-E5B	EDEM3
HPV11-E5B	SLC2A1
HPV11-E5B	P4HB
HPV11-E5B	PTPN1
HPV11-E5B	GPC1
HPV11-E5B	PCDHGB5
HPV11-E5B	GLIPR1
HPV11-E5B	HSD17B12
HPV11-E5B	TMEM109
HPV11-E5B	TMEM66
HPV11-E5B	GLRB
HPV11-E5B	CDS2
HPV11-E5B	ATP2B4
HPV11-E5B	C5orf15
HPV11-E5B	MICAL2
HPV11-E5B	TOR1AIP2
HPV11-E5B	CCPG1
HPV11-E5B	RHOT1
HPV11-E5B	ABCD1
HPV11-E5B	GPX8
HPV11-E5B	CLPTM1
HPV11-E5B	EGFR
HPV11-E5B	SFXN3
HPV11-E5B	CHCHD3
HPV11-E5B	PON2
HPV11-E5B	SEC61B
HPV11-E5B	RPN2
HPV11-E5B	TFRC
HPV11-E5B	CNP
HPV11-E5B	DNAJC16
HPV11-E5B	PNPLA6
HPV11-E5B	RPS27L
HPV11-E5B	SSR4
HPV11-E5B	HMOX2
HPV11-E5B	FAM82A2
HPV11-E5B	GDAP1
HPV11-E5B	ESYT1
HPV11-E5B	GRAMD1A
HPV11-E5B	PSMD4
HPV11-E5B	TAP1
HPV11-E5B	ITM2C
HPV11-E5B	GRAMD3
HPV11-E5B	TMEM55A
HPV11-E5B	SRPRB
HPV11-E5B	FKBP8
HPV11-E5B	NOTCH2
HPV11-E5B	CDIPT
HPV11-E5B	PTTG1IP
HPV11-E5B	GREM1
HPV11-E5B	NCEH1
HPV11-E5B	PPAPDC2
HPV11-E5B	PSMC4
HPV11-E5B	PREB
HPV11-E5B	MAP7D1
HPV11-E5B	FAF2
HPV11-E5B	NPLOC4
HPV11-E5B	CLU
HPV11-E5B	SLC7A5
HPV11-E5B	SGCB
HPV11-E5B	ATP2B1
HPV11-E5B	LRP10
HPV11-E5B	CD44
HPV11-E5B	CDKAL1
HPV11-E5B	SLC25A22
HPV11-E5B	ERGIC1
HPV11-E5B	PLD3
HPV11-E5B	SRPR
HPV11-E5B	MYOF
HPV11-E5B	PCDH18
HPV11-E5B	DNAJA3
HPV11-E5B	ABHD12
HPV11-E5B	UFD1L
HPV11-E5B	VKORC1
HPV11-E5B	TTC13
HPV11-E5B	MBOAT7
HPV11-E5B	MGST1
HPV11-E5B	ABCC1
HPV11-E5B	FAM8A1
HPV11-E5B	MFGE8
HPV11-E5B	UBAC2
HPV11-E5B	WRNIP1
HPV11-E5B	ATP2C1
HPV11-E5B	PGRMC1
HPV11-E5B	PRAF2
HPV11-E5B	SURF4
HPV11-E5B	CANX
HPV11-E5B	PKD2
HPV11-E5B	OSTC
HPV11-E5B	ADAM10
HPV11-E5B	SLC1A5
HPV11-E5B	SPTLC1
HPV11-E5B	ERLEC1
HPV11-E5B	STX4
HPV11-E5B	F2R
HPV11-E5B	PBXIP1
HPV11-E5B	FAR1
HPV11-E5B	IKBIP
HPV11-E5B	ENG
HPV11-E5B	SNX14
HPV11-E5B	GJA1
HPV11-E5B	COPE
HPV11-E5B	ABCB6
HPV11-E5B	GALNT5
HPV11-E5B	COPA
HPV11-E5B	ARMCX3
HPV11-E5B	STT3A
HPV11-E5B	FADS2
HPV11-E5B	RAB18
HPV11-E5B	CHRM2
HPV11-E5B	PDIA3
HPV11-E5B	AMFR
HPV11-E5B	STIM1
HPV11-E5B	CHP
HPV11-E5B	STT3B
HPV11-E5B	ACSL3
HPV11-E5B	SEC63
HPV11-E5B	AFG3L2
HPV11-E5B	ECE1
HPV11-E5B	SQRDL
HPV11-E5B	PHTF1
HPV11-E5B	SPNS1
HPV11-E5B	ASPH
HPV11-E5B	EMD
HPV11-E5B	IMMT
HPV11-E5B	TMPO
HPV11-E5B	ICMT
HPV11-E5B	CREB3L1
HPV11-E5B	DDOST
HPV11-E5B	SH3BP4
HPV11-E5B	TECR
HPV11-E5B	SSR3
HPV11-E5B	DPP7
HPV11-E5B	RPL21
HPV11-E5B	BSCL2
HPV11-E5B	FTH1
HPV11-E5B	SLC25A11
HPV11-E5B	WLS
HPV11-E5B	CPT1A
HPV11-E5B	TRHDE
HPV11-E5B	SRRM2
HPV11-E5B	BAG2
HPV11-E5B	SCFD1
HPV11-E5B	RRBP1
HPV11-E6	UBE3A
HPV11-E6	GALNT6
HPV11-E6	SURF4
HPV11-E6	LOX
HPV11-E7	RB1
HPV11-E7	MAP4
HPV11-E7	TFDP1
HPV11-E7	SARS2
HPV11-E7	SQRDL
HPV11-E7	ACOT9
HPV11-E7	PTPN21
HPV11-E7	UBR4
HPV11-E7	RBL1
HPV11-E7	COPA
HPV11-E7	KCMF1
HPV16-E5	DDOST
HPV16-E5	PIGK
HPV16-E5	S100A16
HPV16-E5	RTN4
HPV16-E5	TRAM1
HPV16-E5	RABAC1
HPV16-E5	STOM
HPV16-E5	YIPF3
HPV16-E5	APOB
HPV16-E5	HM13
HPV16-E5	TECR
HPV16-E5	ENDOD1
HPV16-E5	HSD17B2
HPV16-E5	FAF2
HPV16-E5	UBAC2
HPV16-E5	SLC4A2
HPV16-E5	PHB2
HPV16-E5	SGPL1
HPV16-E5	TMEM109
HPV16-E5	MBOAT7
HPV16-E5	TAPBP
HPV16-E5	RPL21
HPV16-E5	ITGB1
HPV16-E5	ABCC4
HPV16-E5	PDIA3
HPV16-E5	PGRMC2
HPV16-E5	REEP5
HPV16-E5	RPN2
HPV16-E5	TM9SF3
HPV16-E5	ATP2C1
HPV16-E5	RAB18
HPV16-E5	MTCH1
HPV16-E5	EMD
HPV16-E5	ERLIN1
HPV16-E5	STT3B
HPV16-E5	FZD6
HPV16-E5	TAP1
HPV16-E5	SLC16A3
HPV16-E5	SLC2A1
HPV16-E5	SRPRB
HPV16-E5	ERGIC1
HPV16-E5	IKBIP
HPV16-E5	TMEM175
HPV16-E5	CAV1
HPV16-E5	RPL13A
HPV16-E5	ERLIN2
HPV16-E5	COPA
HPV16-E5	ESYT2
HPV16-E5	DHCR24
HPV16-E5	SIDT2
HPV16-E5	TRPV4
HPV16-E5	CHRM2
HPV16-E5	RABL3
HPV16-E5	SCD
HPV16-E5	LAPTM4A
HPV16-E5	PTPLAD1
HPV16-E5	F2R
HPV16-E5	DERL2
HPV16-E5	YIPF4
HPV16-E5	PIGU
HPV16-E5	SLC7A5
HPV16-E5	PON2
HPV16-E5	MMP14
HPV16-E5	MLEC
HPV16-E5	S100A13
HPV16-E5	GJA1
HPV16-E5	CSPG4
HPV16-E5	GPAA1
HPV16-E5	ATP2B4
HPV16-E5	AMFR
HPV16-E5	SLC3A2
HPV16-E5	IGF2R
HPV16-E5	CD44
HPV16-E5	NDUFA4
HPV16-E5	MAVS
HPV16-E5	CDS2
HPV16-E5	RNF170
HPV16-E5	ATP13A3
HPV16-E5	SEPN1
HPV16-E5	TMEM66
HPV16-E5	MICAL2
HPV16-E5	QPCTL
HPV16-E5	SQRDL
HPV16-E5	TMX3
HPV16-E5	SPNS1
HPV16-E5	KDSR
HPV16-E5	C19orf6
HPV16-E5	SLC12A4
HPV16-E5	COX2
HPV16-E5	SEC61B
HPV16-E5	ABHD12
HPV16-E5	VKORC1
HPV16-E5	TBL2
HPV16-E5	SLC1A5
HPV16-E5	GOLT1B
HPV16-E5	ATP6
HPV16-E5	MRGPRF
HPV16-E5	PTRF
HPV16-E5	CANX
HPV16-E5	MTCH2
HPV16-E5	C9orf167
HPV16-E5	SEC11A
HPV16-E5	TMEM214
HPV16-E5	PTPN1
HPV16-E5	FAM8A1
HPV16-E5	KIAA1715
HPV16-E5	FZD2
HPV16-E5	TMEM33
HPV16-E5	TM9SF1
HPV16-E5	ATP1A1
HPV16-E5	SSR3
HPV16-E5	ATP5O
HPV16-E5	C20orf3
HPV16-E5	PIGS
HPV16-E5	ERLEC1
HPV16-E5	SEC62
HPV16-E5	ATP2A2
HPV16-E5	NCEH1
HPV16-E5	ATP13A1
HPV16-E5	PRAF2
HPV16-E5	STT3A
HPV16-E5	DNAJC16
HPV16-E5	ATAD3A
HPV16-E5	SLC30A7
HPV16-E5	SCN9A
HPV16-E5	TMEM43
HPV16-E5	PLD3
HPV16-E5	CPT1A
HPV16-E5	PIGT
HPV16-E5	DAD1
HPV16-E5	SURF4
HPV16-E5	OSTC
HPV16-E5	CLCC1
HPV16-E5	SLC15A4
HPV16-E5	TMEM165
HPV16-E5	RER1
HPV16-E5	TMPO
HPV16-E5	PKD2
HPV16-E5	MYOF
HPV16-E5	ATP5J
HPV16-E5	SERPINE2
HPV16-E5	CLPTM1
HPV16-E5	ABCC1
HPV16-E5	TRPV2
HPV16-E5	PIEZO1
HPV16-E5	GGT7
HPV16-E5	IFITM3
HPV16-E5	TMEM184C
HPV16-E5	SSR4
HPV16-E5	TRPA1
HPV16-E5	ATL3
HPV16-E5	CDKAL1
HPV16-E6	UBE3A
HPV16-E6	PSMD3
HPV16-E6	PSMD1
HPV16-E6	PSMC4
HPV16-E6	PSMC5
HPV16-E6	PSMD4
HPV16-E6	PSMC6
HPV16-E6	PSMC3
HPV16-E6	PSMD14
HPV16-E6	PSMC2
HPV16-E6	PSMD7
HPV16-E6NOX	PSMC4
HPV16-E6NOX	PSMC6
HPV16-E6NOX	PSMD4
HPV16-E6NOX	PSMA1
HPV16-E6NOX	PSMD7
HPV16-E6NOX	PSMA6
HPV16-E6NOX	UBE3A
HPV16-E6NOX	PSMA4
HPV16-E6NOX	PSMD8
HPV16-E6NOX	COL6A2
HPV16-E6NOX	KPNB1
HPV16-E6NOX	UBR5
HPV16-E6NOX	PSMB1
HPV16-E6NOX	PSMD13
HPV16-E6NOX	PSMC1
HPV16-E6NOX	PSMC3
HPV16-E6NOX	PSMD1
HPV16-E6NOX	PSMC5
HPV16-E6NOX	PSMB2
HPV16-E6NOX	PSMC2
HPV16-E6NOX	PSMD3
HPV16-E6NOX	PSMD11
HPV16-E6NOX	PSMD12
HPV16-E6NOXI128T	PDZRN3
HPV16-E6NOXI128T	UBE3A
HPV16-E6NOXI128T	PSMD3
HPV16-E6NOXI128T	SRRM2
HPV16-E6NOXI128T	RPL13A
HPV16-E6NOXI128T	RNH1
HPV16-E6NOXI128T	KPNB1
HPV16-E7	RB1
HPV16-E7	CDKN1A
HPV16-E7	RBL1
HPV16-E7	ZER1
HPV16-E7	CCND3
HPV16-E7	TCEB1
HPV16-E7	PCNA
HPV16-E7	AAK1
HPV16-E7	TFDP2
HPV16-E7	CNP
HPV16-E7	UBR4
HPV16-E7	SQRDL
HPV16-E7	PTPN14
HPV16-E7	AP2A1
HPV16-E7	CDK5
HPV16-E7	KCMF1
HPV16-E7	CCNA2
HPV16-E7	TFDP1
HPV16-E7	PTPN21
HPV16-E7	SRRM2
HPV16-E7	C9orf167
HPV16-E7	E2F1
HPV16-E7	E2F5
HPV16-E7	JAK1
HPV16-E7	TCEB2
HPV16-E7	E2F4
HPV16-E7	CCNE1
HPV16-E7	CDK4
HPV16-E7	ARHGAP35
HPV16-E7	CDK2
HPV16-E7	AP2M1
HPV16-E7	RBL2
HPV16-E7	PSMC2
HPV18-E5	PIGS
HPV18-E5	SLC30A9
HPV18-E5	KIAA1715
HPV18-E5	ARV1
HPV18-E5	ATP2C1
HPV18-E5	COPA
HPV18-E5	TECR
HPV18-E5	SLC15A4
HPV18-E5	ATP9A
HPV18-E5	MPV17L2
HPV18-E5	SERPINE2
HPV18-E5	SCFD1
HPV18-E5	TMEM126A
HPV18-E5	KCTD12
HPV18-E5	SERINC1
HPV18-E5	SCAMP3
HPV18-E5	OCIAD1
HPV18-E5	GOLT1B
HPV18-E5	TMEM158
HPV18-E5	DDOST
HPV18-E5	DNAJC11
HPV18-E5	LPAR1
HPV18-E5	PHB2
HPV18-E5	TMEM35
HPV18-E5	OSTC
HPV18-E5	TBL2
HPV18-E5	FAS
HPV18-E5	SSR4
HPV18-E5	TRPV2
HPV18-E5	TAPBP
HPV18-E5	SLC22A18
HPV18-E5	YIF1B
HPV18-E5	SFXN3
HPV18-E5	TMEM205
HPV18-E5	RAB18
HPV18-E5	TBXA2R
HPV18-E5	TMEM165
HPV18-E5	TMPPE
HPV18-E5	HMOX2
HPV18-E5	ENDOD1
HPV18-E5	ERGIC1
HPV18-E5	ATP5F1
HPV18-E5	ATP6
HPV18-E5	TMCO1
HPV18-E5	MICAL2
HPV18-E5	CLPTM1
HPV18-E5	FKBP8
HPV18-E5	SRPR
HPV18-E5	GPR124
HPV18-E5	ICMT
HPV18-E5	ATL3
HPV18-E5	KDSR
HPV18-E5	S1PR3
HPV18-E5	WLS
HPV18-E5	C5orf15
HPV18-E5	FAM36A
HPV18-E5	SLC4A2
HPV18-E5	NDUFA4
HPV18-E5	CDS2
HPV18-E5	SLC2A1
HPV18-E5	PLXNB2
HPV18-E5	CDIPT
HPV18-E5	ATAD1
HPV18-E5	PIGU
HPV18-E5	C20orf3
HPV18-E5	RTN4
HPV18-E5	ABCC4
HPV18-E5	ATP5O
HPV18-E5	CLU
HPV18-E5	RAB34
HPV18-E5	VAPA
HPV18-E5	DAD1
HPV18-E5	MTCH2
HPV18-E5	RABL3
HPV18-E5	SYNGR1
HPV18-E5	GPRC5B
HPV18-E5	CD44
HPV18-E5	ABHD16A
HPV18-E5	MOGS
HPV18-E5	ESYT2
HPV18-E5	HSD17B12
HPV18-E5	TTC35
HPV18-E5	USMG5
HPV18-E5	ABCC1
HPV18-E5	PON2
HPV18-E5	DIRC2
HPV18-E5	COMT
HPV18-E5	PDIA3
HPV18-E5	TMPO
HPV18-E5	TM9SF1
HPV18-E5	GPR176
HPV18-E5	GJA1
HPV18-E5	IMMT
HPV18-E5	MXRA7
HPV18-E5	SIDT2
HPV18-E5	SEC11A
HPV18-E5	CANX
HPV18-E5	CDKAL1
HPV18-E5	GGT7
HPV18-E5	SSR3
HPV18-E5	DHCR24
HPV18-E5	UNC93B1
HPV18-E5	PLD3
HPV18-E5	ALG1
HPV18-E5	PTTG1IP
HPV18-E5	RDH11
HPV18-E5	TMEM33
HPV18-E5	TAP2
HPV18-E5	PTPN1
HPV18-E5	NDUFB1
HPV18-E5	S100A16
HPV18-E5	APOB
HPV18-E5	RPN2
HPV18-E5	PSEN2
HPV18-E5	GPR56
HPV18-E5	MRGPRF
HPV18-E5	FAM8A1
HPV18-E5	PRAF2
HPV18-E5	PTDSS2
HPV18-E5	TMEM184C
HPV18-E5	SEC22B
HPV18-E5	ATP2B4
HPV18-E5	ANO6
HPV18-E5	FZD7
HPV18-E5	TMEM161A
HPV18-E5	ANO10
HPV18-E5	CAV1
HPV18-E5	ATP5H
HPV18-E5	PGRMC1
HPV18-E5	SACM1L
HPV18-E5	QSOX1
HPV18-E5	PIGG
HPV18-E5	MMP14
HPV18-E5	IKBIP
HPV18-E5	TNFSF4
HPV18-E5	ASPH
HPV18-E5	PLIN3
HPV18-E5	TMEM38B
HPV18-E5	UBAC2
HPV18-E5	TMEM109
HPV18-E5	TMEM55A
HPV18-E5	ABCD3
HPV18-E5	GCN1L1
HPV18-E5	SCAMP2
HPV18-E5	VKORC1
HPV18-E5	COX2
HPV18-E5	PIEZO1
HPV18-E5	FZD2
HPV18-E5	EMD
HPV18-E5	PTGS1
HPV18-E5	SRPRB
HPV18-E5	SLC1A5
HPV18-E5	TRAM1
HPV18-E5	PGRMC2
HPV18-E5	ATP1A1
HPV18-E5	RNF170
HPV18-E5	TMEM66
HPV18-E5	ATP5C1
HPV18-E5	VEZT
HPV18-E5	ADAM9
HPV18-E5	OXTR
HPV18-E5	ADCY6
HPV18-E5	MGST1
HPV18-E5	DERL2
HPV18-E5	RHOT1
HPV18-E5	TM9SF3
HPV18-E5	NDUFS1
HPV18-E5	TMX3
HPV18-E5	DHRS7
HPV18-E5	ATP5L
HPV18-E5	CD47
HPV18-E5	SEC63
HPV18-E5	HM13
HPV18-E5	ATP2A2
HPV18-E5	CHRM2
HPV18-E5	CPT1A
HPV18-E5	MPZL1
HPV18-E5	ABHD12
HPV18-E5	TMCO3
HPV18-E5	PREB
HPV18-E5	TMEM175
HPV18-E5	NCEH1
HPV18-E5	ATP5J
HPV18-E5	FADS2
HPV18-E5	DNAJC16
HPV18-E5	SLC16A4
HPV18-E5	LAPTM4A
HPV18-E5	C8orf55
HPV18-E5	RAP1A
HPV18-E5	GLIPR1
HPV18-E5	PPAPDC2
HPV18-E5	ATP13A1
HPV18-E5	STOML2
HPV18-E5	STT3B
HPV18-E5	SLC7A5
HPV18-E5	PTPLAD1
HPV18-E5	TMEM179B
HPV18-E5	STOM
HPV18-E5	LAMTOR1
HPV18-E5	SCAMP4
HPV18-E5	SLC35B2
HPV18-E5	PIGO
HPV18-E5	YIPF4
HPV18-E5	F2R
HPV18-E5	TMED10
HPV18-E5	TAP1
HPV18-E5	GPX8
HPV18-E5	CSPG4
HPV18-E5	CERS2
HPV18-E5	SPNS1
HPV18-E5	TMX2
HPV18-E5	SEC61A1
HPV18-E5	STX4
HPV18-E5	GPAA1
HPV18-E5	COX15
HPV18-E5	PIGT
HPV18-E5	DNAJB12
HPV18-E5	RFTN1
HPV18-E5	SLC3A2
HPV18-E5	SLC35A2
HPV18-E5	FAF2
HPV18-E5	RER1
HPV18-E5	SLC30A7
HPV18-E5	FITM2
HPV18-E5	MBOAT7
HPV18-E5	RPS27L
HPV18-E5	SEC62
HPV18-E5	TNPO1
HPV18-E5	MAVS
HPV18-E5	SLC35E1
HPV18-E5	SEC61B
HPV18-E5	MLEC
HPV18-E5	PKD2
HPV18-E5	TMEM120A
HPV18-E5	BDKRB2
HPV18-E5	CEPT1
HPV18-E5	S100A13
HPV18-E5	ITGB1
HPV18-E5	PNPLA6
HPV18-E5	PTRH2
HPV18-E5	SQRDL
HPV18-E5	SLC16A3
HPV18-E5	GALNT1
HPV18-E5	SVIP
HPV18-E5	YIPF3
HPV18-E5	SURF4
HPV18-E5	FZD6
HPV18-E5	STT3A
HPV18-E5	TRPV4
HPV18-E5	ABCD1
HPV18-E5	SLC38A10
HPV18-E5	KIAA2013
HPV18-E5	RFT1
HPV18-E5	FAM82A2
HPV18-E5	TMEM43
HPV18-E5	PBXIP1
HPV18-E6	TP53
HPV18-E6	UBE3A
HPV18-E6	PSMA5
HPV18-E6	PPP2R1A
HPV18-E6	PSMC3
HPV18-E6	PSMC1
HPV18-E6	PSMD8
HPV18-E6	PFKP
HPV18-E6	PSMB4
HPV18-E6	SURF4
HPV18-E6	SNX27
HPV18-E6	ANKRD13A
HPV18-E6	PSMA6
HPV18-E6	SNTB2
HPV18-E6	CNP
HPV18-E6	PSMD3
HPV18-E6	PSMC2
HPV18-E6	PSMD4
HPV18-E6	PPP2R2A
HPV18-E6	UTRN
HPV18-E6	JAK1
HPV18-E6	RPS27
HPV18-E6	PSMC6
HPV18-E6	PSMC4
HPV18-E6	PSMD1
HPV18-E6	ATP2A2
HPV18-E6	PSMC5
HPV18-E6	SEPT9
HPV18-E6	PSMD7
HPV18-E6	HERC2
HPV18-E6	PSMD14
HPV18-E6NOX	PSMC1
HPV18-E6NOX	PSMC2
HPV18-E6NOX	PSMD4
HPV18-E6NOX	PSMC3
HPV18-E6NOX	UBE3A
HPV18-E6NOX	PSMA4
HPV18-E6NOX	PSMD3
HPV18-E6NOX	PSMD7
HPV18-E6NOX	PSMD11
HPV18-E6NOX	PSMC4
HPV18-E6NOX	PSMD12
HPV18-E6NOX	PSMC6
HPV18-E6NOX	PSMD1
HPV18-E6NOX	PSMD6
HPV18-E6NOX	PSMD14
HPV18-E6NOX	PSMD13
HPV18-E6NOX	PSMA6
HPV18-E6NOX	SNX27
HPV18-E6NOX	PSMC5
HPV18-E6NOX	UTRN
HPV18-E6X	CTSB
HPV18-E6X	MAP4
HPV18-E6X	ERP44
HPV18-E6X	PPP2R2A
HPV18-E6X	JAK1
HPV18-E6X	VPS26A
HPV18-E6X	BAG3
HPV18-E6X	VPS29
HPV18-E6X	DNAJA1
HPV18-E6X	FHL2
HPV18-E6X	VPS35
HPV18-E6X	NAGK
HPV18-E6X	COPG
HPV18-E6X	DYNC1H1
HPV18-E6X	LOX
HPV18-E6X	PFN2
HPV18-E6X	PDIA3
HPV18-E6X	GCN1L1
HPV18-E6X	CNP
HPV18-E6X	SQRDL
HPV18-E6X	EFEMP2
HPV18-E6X	PFKP
HPV18-E6X	COL6A2
HPV18-E6X	RPS27L
HPV18-E6X	ZYX
HPV18-E6X	PLOD2
HPV18-E6X	PPP2R1A
HPV18-E6X	VPS26B
HPV18-E6X	RUVBL2
HPV18-E6X	GAS6
HPV18-E6X	ATP2A2
HPV18-E6X	PRKAR1A
HPV18-E6X	MYOF
HPV18-E7	RBL1
HPV18-E7	COPE
HPV18-E7	GAS6
HPV18-E7	RB1
HPV18-E7	COPA
HPV18-E7	RPS27L
HPV18-E7	MRPS12
HPV18-E7	SQRDL
HPV18-E7	UBR4
HPV18-E7	KCMF1
HPV18-E7	TFDP1
HPV18-E7	RPL21
HPV18-E7	TCEB1
HPV18-E7	SARS2
HPV18-E7	PTPN14
HPV18-E7	SFRP1
HPV18-E7	SRP9
HPV18-E7	RBL2
HPV18-E7	RPS27
HPV18-E7	KLHL25
HPV18-E7	E2F4
HPV5-E6	PPM1B
HPV5-E6	SQRDL
HPV5-E6	CREBBP
HPV5-E6	VKORC1
HPV5-E6	SRPR
HPV5-E6	MAP3K11
HPV5-E6	COL6A1
HPV5-E6	EP300
HPV5-E6	SRPRB
HPV5-E6	MBOAT7
HPV5-E7	SARS2
HPV5-E7	LOX
HPV5-E7	RB1
HPV5-E7	VKORC1
HPV5-E7	KCMF1
HPV5-E7	SQRDL
HPV5-E7	CNP
HPV5-E7	COPA
HPV5-E7	UBR4
HPV6B-E5A	YIF1B
HPV6B-E5A	RFT1
HPV6B-E5A	GPR176
HPV6B-E5A	TAP1
HPV6B-E5A	ABHD12
HPV6B-E5A	CLPTM1
HPV6B-E5A	SEC22B
HPV6B-E5A	TMEM165
HPV6B-E5A	PKD2
HPV6B-E5A	FAM82A2
HPV6B-E5A	LPGAT1
HPV6B-E5A	NDUFA4
HPV6B-E5A	OSTC
HPV6B-E5A	EMD
HPV6B-E5A	RFTN1
HPV6B-E5A	SLC2A1
HPV6B-E5A	SSR4
HPV6B-E5A	TNPO1
HPV6B-E5A	SCN9A
HPV6B-E5A	PON2
HPV6B-E5A	CD44
HPV6B-E5A	IMMT
HPV6B-E5A	GGT7
HPV6B-E5A	GJA1
HPV6B-E5A	BAG2
HPV6B-E5A	COPB1
HPV6B-E5A	ATP5J
HPV6B-E5A	SLC1A5
HPV6B-E5A	CHRM2
HPV6B-E5A	MAVS
HPV6B-E5A	SERPINE2
HPV6B-E5A	RER1
HPV6B-E5A	IKBIP
HPV6B-E5A	SLC4A2
HPV6B-E5A	ERGIC1
HPV6B-E5A	CSPG4
HPV6B-E5A	SNX14
HPV6B-E5A	ATP2A2
HPV6B-E5A	B3GNT1
HPV6B-E5A	STT3B
HPV6B-E5A	CALR
HPV6B-E5A	ACBD3
HPV6B-E5A	FAR1
HPV6B-E5A	COPA
HPV6B-E5A	TMED10
HPV6B-E5A	SLC22A18
HPV6B-E5A	AGK
HPV6B-E5A	TAP2
HPV6B-E5A	ITM2C
HPV6B-E5A	GALNT5
HPV6B-E5A	ATP5O
HPV6B-E5A	ITGB1
HPV6B-E5A	MARCKS
HPV6B-E5A	ARL6IP5
HPV6B-E5A	GPAA1
HPV6B-E5A	SLC35E1
HPV6B-E5A	ERLIN2
HPV6B-E5A	DDOST
HPV6B-E5A	CHCHD3
HPV6B-E5A	FITM2
HPV6B-E5A	SLC25A12
HPV6B-E5A	DERL2
HPV6B-E5A	CTSB
HPV6B-E5A	FAM8A1
HPV6B-E5A	MLEC
HPV6B-E5A	ESYT2
HPV6B-E5A	RAB34
HPV6B-E5A	SLC38A2
HPV6B-E5A	NDUFB1
HPV6B-E5A	DIRC2
HPV6B-E5A	IFITM3
HPV6B-E5A	SURF4
HPV6B-E5A	RTN4
HPV6B-E5A	FAM134A
HPV6B-E5A	PPAPDC2
HPV6B-E5A	MRGPRF
HPV6B-E5A	COPE
HPV6B-E5A	COPB2
HPV6B-E5A	SEC11A
HPV6B-E5A	EI24
HPV6B-E5A	VAPA
HPV6B-E5A	ERLIN1
HPV6B-E5A	PIGU
HPV6B-E5A	TMX3
HPV6B-E5A	PTTG1IP
HPV6B-E5A	ARL1
HPV6B-E5A	VKORC1
HPV6B-E5A	MGST1
HPV6B-E5A	SCD
HPV6B-E5A	TMEM43
HPV6B-E5A	AGPAT6
HPV6B-E5A	TMEM35
HPV6B-E5A	SERINC1
HPV6B-E5A	KDELR3
HPV6B-E5A	TAPBP
HPV6B-E5A	ATP9A
HPV6B-E5A	RAB32
HPV6B-E5A	SQRDL
HPV6B-E5A	TMEM120A
HPV6B-E5A	ARMCX3
HPV6B-E5A	FKBP8
HPV6B-E5A	TMPO
HPV6B-E5A	VMP1
HPV6B-E5A	TMEM55A
HPV6B-E5A	PDLIM7
HPV6B-E5A	YIPF4
HPV6B-E5A	TECR
HPV6B-E5A	TMEM181
HPV6B-E5A	SPNS1
HPV6B-E5A	PIGS
HPV6B-E5A	CDIPT
HPV6B-E5A	SLC44A2
HPV6B-E5A	HAX1
HPV6B-E5A	C9orf5
HPV6B-E5A	COX2
HPV6B-E5A	NAT14
HPV6B-E5A	SEC62
HPV6B-E5A	NCEH1
HPV6B-E5A	PIEZO1
HPV6B-E5A	GGCX
