Official Symbol Interactor A	Official Symbol Interactor B
Jdp2	Atf2
Jdp2	Hdac3
Jdp2	Hdac3
Kdm1a	Ar
Ar	Kdm1a
Kdm1a	Ar
Cdk4	Cdkn1b
Cdk4	Cdkn1a
Setdb1	Erg
Setdb1	Erg
Erg	Setdb1
Epc1	Trim27
Epc1	Trim27
Gatad2b	Nanog
Mta2	Nanog
Mta2	Pou5f1
Mta2	Mta1
Mta2	Mta2
Mta2	Mbd3
Mta2	Rbbp7
Pou5f1	Nanog
Pou5f1	Pou5f1
Pou5f1	Mta1
Pou5f1	Mta2
Pou5f1	Mbd3
Pou5f1	Rbbp7
Pcgf2	Phc2
Rnf2	Phc2
Phc2	Rnf2
Musk	Dvl1
Musk	Dvl1
Dvl1	Musk
Dvl1	Musk
Axin1	Lrp5
Axin1	Rnf111
Axin1	Rnf111
Rnf111	Axin1
Axin1	Smad7
Smad7	Axin1
Smad7	Axin1
Prop1	Ctnnb1
Prop1	Ctnnb1
Lrp6	Wnt1
Wnt1	Lrp6
Lrp6	Dkk1
Dkk1	Lrp6
Src	Dvl2
Dvl2	Src
Lef1	Pax3
Myt1	Sin3b
Myt1	Sin3b
Sin3b	Myt1
Gata1	Zfpm1
Mta2	Chd4
Mta2	Mta2
Mta2	Hdac1
Mta2	Hdac2
Mta2	Rbbp7
Mta2	Mbd3
Ar	Tcf21
Ar	Tcf21
Tcf21	Ar
Tcf21	Ar
Tcf21	Hdac1
Tcf21	Hdac1
Hdac6	Hsp90ab1
Ctnnb1	Tcf4
Axin1	Gsk3b
Smc1a	Smc3
Carm1	Mef2c
Carm1	Ncoa2
Carm1	Mef2c
Carm1	Ncoa2
Cited2	Tfap2a
Tfap2a	Cited2
Cdk2	Cdkn1a
Ncor1	Tbl1x
Ncor1	Tbl1xr1
Ctnnb1	Cdh1
Rac1	Pak1
Casp6	Irak3
Raf1	Map2k1
Rela	Nfkbia
Nfkb1	Nfkbia
Cited2	Crebbp
Crebbp	Cited2
Rela	Crebbp
Crebbp	Rela
Crebbp	Cited2
Crebbp	Rela
Il1r1	Irak4
Il1r1	Il1rap
Il1r1	Myd88
Il1r1	Irak4
Il1r1	Il1rap
Il1r1	Myd88
Myd88	Lrrfip1
Myd88	Irak1
Myd88	Lrrfip1
Lrrfip1	Myd88
Cebpb	Med1
Cebpb	Med1
Med1	Cebpb
Plekho1	Ifi35
Ifi35	Plekho1
Plekho1	Nmi
Nmi	Plekho1
Plekho1	Plekho1
Plekho1	Plekho1
Isg15	Ldha
Isg15	Eno1
Isg15	Gpi1
Isg15	Acly
Isg15	Actb
Isg15	Myh9
Ets2	Crebbp
Gata4	Ep300
Gata4	Ep300
Pdx1	Hdac1
Pdx1	Hdac2
Hdac1	Pdx1
Hdac2	Pdx1
Hdac1	Pdx1
Hdac2	Pdx1
Pdx1	Hdac1
Pdx1	Hdac2
Trim28	Cbx5
Trim28	Cbx1
Trim28	Cbx3
Tlr4	Myd88
Trim66	Cbx5
Trim66	Cbx1
Trim66	Cbx3
Cbx5	Trim66
Cbx1	Trim66
Cbx3	Trim66
Cbx5	Trim66
Cbx1	Trim66
Cbx3	Trim66
Hdac4	Ywhab
Cry1	Arntl
Cry1	Sin3b
Cry1	Hdac1
Cry1	Hdac2
Cry1	Hdac1
Cry1	Hdac2
Cry1	Sin3b
Sp1	Hdac1
Rb1	Hdac1
Sin3a	Hdac1
Sin3b	Hdac1
Sp1	Hdac1
Hdac1	Sp1
Traf6	Actn4
Traf6	Actn1
Traf6	Wdr24
Traf6	Eef2
Traf6	Hsp90ab1
Traf6	Hsp90aa1
Traf6	Hspa5
Traf6	Hspa9
Traf6	Atp6v1a
Traf6	Hspa8
Traf6	Hspa2
Traf6	Pkm
Traf6	Atp5b
Traf6	Eef1a1
Traf6	Actr3
Traf6	Eno1
Traf6	Actb
Traf6	Aldoa
Traf6	Lgals3
Traf6	Actn4
Traf6	Actn1
Traf6	Wdr24
Traf6	Eef2
Traf6	Hsp90ab1
Traf6	Hsp90aa1
Traf6	Hspa5
Traf6	Hspa9
Traf6	Atp6v1a
Traf6	Hspa8
Traf6	Hspa2
Traf6	Pkm
Traf6	Atp5b
Traf6	Eef1a1
Traf6	Actr3
Traf6	Eno1
Traf6	Actb
Traf6	Aldoa
Traf6	Lgals3
Atp6v1a	Traf6
Carm1	Ncoa3
Hdac1	Phb2
Hdac1	Phb2
Msx2	Runx2
Runx2	Msx2
Rbl2	Hdac1
Rbl2	Hdac1
Usf1	E2f3
E2f3	Usf1
Usf1	E2f3
Ep300	Kat2b
Crebbp	Kat2b
Myod1	Kat2b
Ep300	Myod1
Crebbp	Myod1
Kat2b	Myod1
Crebbp	Myod1
Kat2b	Myod1
Phc1	Bmi1
Cbx2	Bmi1
Bmi1	Cbx2
Bmi1	Phc1
Bmi1	Cbx2
Bmi1	Phc1
Bmi1	Cbx2
Myb	Trim28
Trim28	Myb
Myod1	Ep300
Myod1	Kat2b
Hdac1	Myod1
Ube2v1	Ube2n
Ube2v2	Ube2n
Socs3	Tceb2
Socs3	Tceb1
Socs1	Tceb2
Socs1	Tceb1
Socs1	Tceb2
Socs1	Tceb1
Socs3	Tceb2
Socs3	Tceb1
